count,mean,ci_lower,ci_upper,ci_width,year,half_year,country_list
297,0.0478528988014523,0.0214201266925523,0.1034556952607682,0.0820355685682158,2021,H1,KZ
223,0.0353934969850886,0.0117744124499363,0.101524249527954,0.0897498370780177,2021,H1,MW
334,0.0296249284236215,0.0101919774677149,0.0830033500014251,0.0728113725337101,2021,H1,LK
563,0.0266151831662976,0.0097541002171318,0.0705461705322866,0.0607920703151548,2021,H1,LB
320,0.0638915554811448,0.0344656159099303,0.1154370082566294,0.0809713923466991,2021,H1,LV
503,0.0516259487883033,0.0290311479384022,0.0901730300234059,0.0611418820850036,2021,H1,LU
27,0.0862609363105659,0.0125956523453169,0.4112964585452314,0.3987008061999145,2021,H1,PG
891,0.0536047046696294,0.0348005187660131,0.0817094257542936,0.0469089069882804,2021,H1,KE
36,0.0538087598094378,0.0082128402023975,0.2808585032620208,0.2726456630596232,2021,H1,PF
772,0.0259648499881652,0.0120916168688122,0.0548713443235153,0.042779727454703,2021,H1,LT
172,0.0126086357619551,0.0019003523540352,0.0788878013043851,0.0769874489503499,2021,H1,PA
148,0.0,0.0,0.1390596680607644,0.1390596680607644,2021,H1,PS
845,0.0509394677737649,0.0299613548484819,0.0853140530607804,0.0553526982122984,2021,H1,MO
357,0.0604900136920468,0.0312877657870427,0.1137475951518336,0.0824598293647909,2021,H1,NP
678,0.0170819531108035,0.0067654783060498,0.0424572541375909,0.035691775831541,2021,H1,MA
277,0.0429661195466703,0.0179220195408539,0.0994623139491658,0.0815402944083119,2021,H1,OM
72,0.1159257906607329,0.049554770069193,0.2479959121212906,0.1984411420520976,2021,H1,RE
52,0.0497499760050317,0.0096949469844652,0.2187403583777894,0.2090454113933241,2021,H1,PY
251,0.0592572002412347,0.0273514594147776,0.123649839317799,0.0962983799030213,2021,H1,PR
2424,0.0420839157072828,0.0316807314961894,0.05570672451551,0.0240259930193205,2021,H1,HU
20,0.0,0.0,0.5442008150718904,0.5442008150718904,2021,H1,SC
681,0.0402653714157644,0.0198060900658642,0.0801309592120243,0.06032486914616,2021,H1,PH
135,0.0464911530930055,0.0156235029179096,0.1302736634981248,0.1146501605802152,2021,H1,SD
134,0.0241165824247527,0.0042490685170642,0.1251992643949481,0.1209501958778838,2021,H1,RW
1260,0.0635822488365616,0.0445185342838607,0.0900401355861604,0.0455216013022997,2021,H1,NG
574,0.0050084485527273,0.00055644150118,0.0435289543816986,0.0429725128805185,2021,H1,PE
22,0.0,0.0,0.4395238206934178,0.4395238206934178,2021,H1,SV
18,0.0,0.0,0.2415741319749503,0.2415741319749503,2021,H1,SZ
15,0.0,0.0,0.567268142256732,0.567268142256732,2021,H1,TD
129,0.0,0.0,0.0727704420235827,0.0727704420235827,2021,H1,SN
35,0.0905433632332581,0.0163217260374541,0.3739671042485641,0.35764537821111,2021,H1,TG
7556,0.043378506202686,0.0368019773435094,0.0510679539088533,0.0142659765653439,2021,H1,BE
11,0.0,0.0,0.5788827437336324,0.5788827437336324,2021,H1,TL
47,0.0545868672445906,0.0079088215190121,0.2948755036110554,0.2869666820920433,2021,H1,SL
57,0.0397930117877984,0.0056675262738125,0.2315470529938116,0.2258795267199991,2021,H1,SS
53,0.0599878263558024,0.0098047340048713,0.2914265906173163,0.2816218566124449,2021,H1,TJ
85,0.0212292384120214,0.0030722111728308,0.1324399575681516,0.1293677463953208,2021,H1,SY
888,0.0523286620289553,0.0325457421357743,0.083103680863248,0.0505579387274736,2021,H1,QA
51,0.0693184132316588,0.0095428036260763,0.3653926487887832,0.3558498451627069,2021,H1,TT
8809,0.0372846479749059,0.0318644306990919,0.0435853494330324,0.0117209187339404,2021,H1,BR
3724,0.0418361954536624,0.0332014379023095,0.0525944447649335,0.019393006862624,2021,H1,GR
969,0.0628026015316416,0.0431804038491628,0.0904982195276621,0.0473178156784993,2021,H1,RS
4002,0.0443797831692173,0.0346704813501607,0.0566485663409202,0.0219780849907595,2021,H1,IE
4952,0.045083027743491,0.0371343115056015,0.0546366451198157,0.0175023336142142,2021,H1,FI
2854,0.0553197028755915,0.0419943030730772,0.0725532172277391,0.0305589141546618,2021,H1,MY
444,0.0156122546418032,0.0033899289937034,0.0688572673455831,0.0654673383518796,2021,H1,TZ
767,0.0271630357666833,0.0142223594545834,0.0512658686730626,0.0370435092184791,2021,H1,UA
571,0.0484072256881789,0.0258312127746606,0.0889133944102833,0.0630821816356226,2021,H1,UG
1021,0.0525018489419298,0.0350271120100708,0.077989990937441,0.0429628789273702,2021,H1,SK
1209,0.049322382153913,0.0337189786324846,0.0716111278766244,0.0378921492441397,2021,H1,SI
7075,0.0430472799206079,0.0364393357138731,0.0507903518428303,0.0143510161289571,2021,H1,DK
4846,0.0514258295745112,0.0424782528513681,0.0621358117924806,0.0196575589411124,2021,H1,IL
4644,0.0478873021112928,0.0385148788202776,0.0593995610416016,0.0208846822213239,2021,H1,IR
1147,0.0373500611796711,0.0242311249314995,0.0571556597910159,0.0329245348595164,2021,H1,TN
3354,0.0375429210558564,0.0289250129367957,0.0485999427059188,0.019674929769123,2021,H1,MX
2876,0.0394006316089733,0.0294602528101262,0.0525135798282842,0.023053327018158,2021,H1,NZ
2124,0.0311698111939163,0.0213140479928692,0.0453716686344144,0.0240576206415452,2021,H1,RO
3184,0.0756041074671987,0.0618343229011001,0.0921391085563592,0.0303047856552591,2021,H1,PK
2433,0.0653451869083495,0.051269664981789,0.0829471358717862,0.0316774708899972,2021,H1,TH
14,0.0,0.0,0.6727821022654926,0.6727821022654926,2021,H1,WS
26,0.0926279330444719,0.0217236461123029,0.3193995018655398,0.2976758557532368,2021,H1,VI
136,0.0,0.0,0.0577439605490581,0.0577439605490581,2021,H1,VE
46,0.0513282251226547,0.0078749376599541,0.2694371224274418,0.2615621847674876,2021,H1,XK
89,0.0499687868602869,0.0106432177378523,0.2045557149329588,0.1939124971951065,2021,H1,UZ
163,0.0218970301871125,0.0034457463940067,0.1265995920823219,0.1231538456883152,2021,H1,YE
183,0.074263331338253,0.0305368348498069,0.1696462826442515,0.1391094477944445,2021,H1,ZM
175,0.04639245103104,0.0165080628655002,0.123578517089652,0.1070704542241517,2021,H1,ZW
280,0.0220669950698959,0.0067265882956455,0.0699291403137084,0.0632025520180628,2021,H1,UY
6298,0.0459138209085639,0.0381837654354193,0.0551190957634716,0.0169353303280522,2021,H1,HK
1339,0.0518023891105378,0.0350244324154644,0.0759847140128589,0.0409602815973945,2021,H1,VN
5507,0.0421920335975027,0.0340106289163329,0.0522350888348198,0.0182244599184868,2021,H1,SA
5775,0.0349858656726551,0.0283426320894618,0.0431171113313405,0.0147744792418787,2021,H1,NO
4273,0.0365658376668279,0.0285684498291376,0.0466943839949146,0.0181259341657769,2021,H1,TR
4736,0.0396934751500065,0.0313986514381318,0.0500663391813402,0.0186676877432083,2021,H1,SG
5326,0.0394197895163103,0.0321819751529929,0.0482043317388918,0.0160223565858989,2021,H1,PT
42,0.0,0.0,0.2140993717111818,0.2140993717111818,2021,H2,AF
13,0.2742361853004366,0.0671931495995398,0.664665871559883,0.5974727219603431,2021,H2,AO
74,0.026648212474574,0.0038272473332849,0.1632459627271343,0.1594187153938494,2021,H2,AL
12602,0.0365410613497752,0.0319157264007343,0.0418077670148358,0.0098920406141014,2021,H1,CH
132,0.0911007816373183,0.0374509985588055,0.2052197893636135,0.167768790804808,2021,H2,AM
3749,0.0471982288848066,0.0368939568456455,0.060200535992347,0.0233065791467014,2021,H1,ZA
32,0.0,0.0,0.2342077830125342,0.2342077830125342,2021,H2,BB
121,0.0,0.0,0.1783326220769565,0.1783326220769565,2021,H2,AZ
119,0.0455585374768671,0.0112471408974252,0.1668767470117878,0.1556296061143625,2021,H2,BA
28,0.0,0.0,0.1666954212629211,0.1666954212629211,2021,H2,BI
10,0.0,0.0,0.719207303737097,0.719207303737097,2021,H2,BM
58,0.0,0.0,0.1540955432964189,0.1540955432964189,2021,H2,BO
73,0.0348063599255951,0.0029237074862215,0.307234034666575,0.3043103271803534,2021,H2,BN
107,0.0324302056077438,0.0064892706926197,0.1467527845917742,0.1402635138991544,2021,H2,BF
93,0.0449440776178948,0.0050129828518841,0.3053385960773294,0.3003256132254452,2021,H2,BH
14,0.0,0.0,0.6868216221938231,0.6868216221938231,2021,H2,BS
94,0.0331740413836986,0.0054364090493808,0.1772171741484325,0.1717807650990516,2021,H2,BJ
9203,0.0542780331452294,0.0476091779310608,0.0618203924918929,0.0142112145608321,2021,H1,PL
10,0.0,0.0,0.8250390694869606,0.8250390694869606,2021,H2,BZ
28,0.0640026268940605,0.00914880419149,0.336164021560674,0.3270152173691839,2021,H2,BT
92,0.0214994687532666,0.0031169901279144,0.1337477458129654,0.130630755685051,2021,H2,BW
1352,0.0585234736715787,0.0414891581994208,0.0819536349348201,0.0404644767353993,2021,H2,AE
156,0.0461101336882497,0.0134274923058249,0.146527725100627,0.1331002327948021,2021,H2,BY
6711,0.0304419662155969,0.0247394902410125,0.0374084503541417,0.0126689601131291,2021,H1,RU
45,0.0,0.0,0.3590965406768033,0.3590965406768033,2021,H2,CG
7108,0.05788006358739,0.0498005478626074,0.0671777079766772,0.0173771601140697,2021,H1,TW
112,0.0321576958554452,0.0055791499374653,0.1644188060070832,0.1588396560696179,2021,H2,CD
1250,0.0510382153943547,0.0347752998811084,0.0743209879740326,0.0395456880929242,2021,H2,BD
538,0.0225320234876016,0.0088124037228795,0.0563957866820585,0.0475833829591789,2021,H2,BG
90,0.0028374121847973,3.15833327886922e-09,0.9996100798510064,0.999610076692673,2021,H2,CI
275,0.0582699467255661,0.0278590013004816,0.1178530997418277,0.0899940984413461,2021,H2,CM
1632,0.0237176387703872,0.0150315563806764,0.0372332927769274,0.0222017363962509,2021,H2,AR
12,0.0,0.0,0.6953990851832222,0.6953990851832222,2021,H2,CW
166,0.0,0.0,0.0720279307392825,0.0720279307392825,2021,H2,CR
167,0.0097924024943701,0.0013947056908604,0.0654401679717607,0.0640454622809002,2021,H2,CU
692,0.0427944843234952,0.0241595211055509,0.0747028136000402,0.0505432924944893,2021,H2,CY
46,0.0301157636062311,0.0042174073866841,0.1854353373774373,0.1812179299907531,2021,H2,DO
2540,0.0292208832839109,0.0210139771759453,0.0405003596661305,0.0194863824901851,2021,H2,CL
12708,0.050188493869644,0.0439316880251949,0.057283011263813,0.0133513232386181,2021,H1,IN
437,0.0217122156739047,0.0072980577892016,0.0627944759958247,0.055496418206623,2021,H2,EC
1459,0.0468419269971746,0.0325471907522009,0.0669802497364718,0.0344330589842708,2021,H2,CO
34,0.0585016831327358,0.0089841550502659,0.2986853382918192,0.2897011832415532,2021,H2,FO
10851,0.0464796711484557,0.0409085617971355,0.0527677364576249,0.0118591746604893,2021,H1,SE
67,0.0498164939761484,0.0083509002153645,0.2460821434391039,0.2377312432237394,2021,H2,FJ
399,0.0071551786871712,0.0010503401541061,0.047070893801249,0.0460205536471428,2021,H2,DZ
635,0.028892389465259,0.0145522524900414,0.0565526861083936,0.0420004336183522,2021,H2,EE
69,0.0,0.0,0.2571884965584815,0.2571884965584815,2021,H2,GA
20808,0.0449437638483523,0.040533060616855,0.0498095118555703,0.0092764512387152,2021,H1,AU
1049,0.032211793678866,0.0190346453363279,0.0540088723842381,0.0349742270479102,2021,H2,ET
50,0.0,0.0,0.3499173477740276,0.3499173477740276,2021,H2,GD
11,0.1092006042072385,0.0015125928337804,0.908424742996948,0.9069121501631676,2021,H2,GI
29,0.0,0.0,0.1360644746036109,0.1360644746036109,2021,H2,GN
31,0.0,0.0,0.2576732168167687,0.2576732168167687,2021,H2,GP
43,0.0,0.0,0.2174775040286291,0.2174775040286291,2021,H2,GL
76,0.0,0.0,0.0965330064949614,0.0965330064949614,2021,H2,GM
36,0.1064407909490363,0.0175898432103522,0.4421205807070916,0.4245307374967394,2021,H2,GF
11,0.0,0.0,0.7344800340797488,0.7344800340797488,2021,H2,GW
12,0.0,0.0,0.6250082738289394,0.6250082738289394,2021,H2,GY
22,0.3255507529331286,0.1281683182711258,0.6131318067831573,0.4849634885120314,2021,H2,GU
169,0.0717467450288031,0.0271104793462133,0.1765390490487234,0.1494285697025101,2021,H2,GE
57,0.0581668449355885,0.0102732609082477,0.2687171749580722,0.2584439140498245,2021,H2,GT
11,0.0,0.0,0.8199707151476457,0.8199707151476457,2021,H2,HT
22339,0.0529508904554171,0.0485131593852793,0.057769915197907,0.0092567558126277,2021,H1,CA
21,0.0808839619099509,0.0114567663134517,0.4005577318121384,0.3891009654986866,2021,H2,HN
16025,0.0715798777826157,0.0651705327908969,0.0785665881675992,0.0133960553767022,2021,H1,KR
644,0.0204664879674951,0.0071398722293603,0.0572334401851178,0.0500935679557575,2021,H2,GH
347,0.0222588138873006,0.0083433921059879,0.0580248868216104,0.0496814947156225,2021,H2,IS
41,0.0164006243778381,7.106599588063898e-05,0.7964142195886608,0.7963431535927801,2021,H2,JM
503,0.0092678369181879,0.0014932950700867,0.0552781567478921,0.0537848616778053,2021,H2,IQ
1028,0.0379753489772644,0.0221760296310919,0.064290814076772,0.04211478444568,2021,H2,HR
12,0.0,0.0,0.5781467303924201,0.5781467303924201,2021,H2,KP
26,0.2356086356565148,0.0826306822383656,0.5133252063343647,0.430694524095999,2021,H2,KN
38,0.0632850962332747,0.0095390290886515,0.3215452560216698,0.3120062269330182,2021,H2,KG
93,0.1242362264083564,0.0526357766244986,0.2658979242192679,0.2132621475947693,2021,H2,KH
598,0.0530691678024885,0.0299619420882494,0.0923014444165498,0.0623395023283004,2021,H2,JO
3701,0.0406146405539504,0.0321927690702666,0.0511233542626027,0.0189305851923361,2021,H2,CZ
33,0.0,0.0,0.3408484630825979,0.3408484630825979,2021,H2,LI
14,0.0905717902507678,0.0005387604756779,0.9484537733578434,0.9479150128821656,2021,H2,LR
47,0.0620603283943798,0.008731678637724,0.3320052038915013,0.3232735252537772,2021,H2,LA
1369,0.0431168551898222,0.0285984089994492,0.0645163075874291,0.0359178985879798,2021,H2,ID
65,0.0,0.0,0.126781305219249,0.126781305219249,2021,H2,LY
80,0.0,0.0,0.1465974679252586,0.1465974679252586,2021,H2,MM
18,0.0,0.0,0.3434995808923151,0.3434995808923151,2021,H2,MQ
11,0.3313021675547375,0.0871250175502487,0.7200383809869723,0.6329133634367236,2021,H2,MR
122,0.0,0.0,0.204763601997675,0.204763601997675,2021,H2,MN
16,0.0480059869898659,0.0001719334012817,0.9366577494750316,0.93648581607375,2021,H2,MV
44,0.0491765256435308,0.0071159722344795,0.2717915214219739,0.2646755491874943,2021,H2,MD
78,0.048887599238505,0.0076756064754146,0.2546024859125372,0.2469268794371226,2021,H2,MG
65,0.0358127878467041,0.005170628711835,0.2097581318629319,0.2045875031510969,2021,H2,ML
63,0.1366369496565113,0.0479328028213415,0.3322158170267296,0.284283014205388,2021,H2,ME
48,0.0580300533231907,0.0096464037352337,0.2803859872409808,0.2707395835057471,2021,H2,MU
54,0.0317931619304983,0.0044996057792356,0.1926109518512386,0.188111346072003,2021,H2,MC
91,0.0523567261188231,0.0156683192449409,0.1609099245365614,0.1452416052916205,2021,H2,MK
6752,0.0468437659055053,0.0400201092175831,0.0547645216728826,0.0147444124552994,2021,H2,BE
55,0.0,0.0,0.207732872039864,0.207732872039864,2021,H2,
16,0.0,0.0,0.6195702278056897,0.6195702278056897,2021,H2,NI
331,0.0461323246626465,0.0199043215116924,0.1032791766926255,0.083374855180933,2021,H2,LK
139,0.0018696544268631,7.572978979739457e-12,0.9999978416709884,0.9999978416634152,2021,H2,MZ
39,0.0544950692640502,0.0089559747660503,0.2687881549624598,0.2598321801964095,2021,H2,NE
372,0.0436931687472544,0.0200005381846018,0.0927945313132091,0.0727939931286072,2021,H2,KZ
167,0.073877938571857,0.0300171601929029,0.1705584736607897,0.1405413134678868,2021,H2,MT
47,0.0315805746457132,0.0027739822210456,0.276567440513088,0.2737934582920424,2021,H2,NC
224,0.0527851996989201,0.0188870483472596,0.1389092669594012,0.1200222186121415,2021,H2,MW
335,0.0647544529923944,0.0350538386345574,0.1165796812463699,0.0815258426118124,2021,H2,LV
442,0.0473217637010762,0.0247888140163567,0.0884787688490648,0.063689954832708,2021,H2,LU
318,0.0452013080697101,0.0203368507958346,0.0974420760503896,0.077105225254555,2021,H2,KW
442,0.0689583301516903,0.0409689712372866,0.113800538481598,0.0728315672443114,2021,H2,LB
4332,0.0625771805119048,0.0521531031124067,0.0749200801515433,0.0227669770391365,2021,H2,EG
833,0.0439521765931417,0.0262214878406904,0.0727761365597907,0.0465546487191003,2021,H2,KE
17125,0.0473061193104075,0.0427475588295572,0.0523242287319461,0.0095766699023888,2021,H1,NL
22,0.0,0.0,0.3135398986648383,0.3135398986648383,2021,H2,PF
42,0.1571673180318984,0.0549585280354113,0.3741942304560309,0.3192357024206195,2021,H2,PG
597,0.0268739126017734,0.0128359669646239,0.0554027088038198,0.0425667418391959,2021,H2,MA
282,0.0429672387900418,0.0166380639074984,0.1064511126511405,0.0898130487436421,2021,H2,OM
293,0.0351768761193916,0.0115334038707325,0.1022744630580365,0.090741059187304,2021,H2,NP
2238,0.0408364807706276,0.0303170775338231,0.0547996277126105,0.0244825501787874,2021,H2,HU
732,0.0203528023227527,0.0090673596451767,0.0450458553682232,0.0359784957230464,2021,H2,LT
11,0.0,0.0,0.4162579592126502,0.4162579592126502,2021,H2,PW
63,0.0569373702401378,0.0102239325521289,0.2608386574325314,0.2506147248804024,2021,H2,PY
179,0.0219729144130274,0.004683526862513,0.0968745747129257,0.0921910478504126,2021,H2,PA
51,0.0341932083324176,0.0049501204552428,0.2012512070307999,0.196301086575557,2021,H2,RE
574,0.0593693068095889,0.0342627679212175,0.1009499409081405,0.0666871729869229,2021,H2,PH
3446,0.0433909848796567,0.0331233578257655,0.0566548889073887,0.0235315310816232,2021,H2,IE
128,0.033090131581681,0.0087137832355932,0.1175702542730411,0.1088564710374479,2021,H2,PS
321,0.060151026363332,0.0309076898760126,0.1138134752846287,0.082905785408616,2021,H2,PR
130,0.0,0.0,0.0777206543621722,0.0777206543621722,2021,H2,RW
24,0.0070058743666471,5.725439943714749e-14,0.999999998849789,0.9999999988497316,2021,H2,SC
1133,0.0604709153521319,0.0411507886412662,0.0880290073818172,0.046878218740551,2021,H2,NG
830,0.0305037720234919,0.0153340377149943,0.059769753151982,0.0444357154369876,2021,H2,MO
537,0.0442052593220185,0.023963246127788,0.0801419574224447,0.0561787112946566,2021,H2,PE
130,0.0473455782469283,0.0134873145171101,0.1530170819423003,0.1395297674251902,2021,H2,SD
11,0.0195077734586914,1.3004487334760836e-08,0.9999671487516824,0.999967135747195,2021,H2,SM
13,0.0,0.0,0.768989761753025,0.768989761753025,2021,H2,SO
43,0.0,0.0,0.1940762969752782,0.1940762969752782,2021,H2,SL
14,0.0,0.0,0.6633033944941957,0.6633033944941957,2021,H2,SV
96,0.0,0.0,0.1270639883176313,0.1270639883176313,2021,H2,SN
12,0.0,0.0,0.6760574783796607,0.6760574783796607,2021,H2,TD
18,0.0,0.0,0.3048227299135568,0.3048227299135568,2021,H2,SZ
30,0.0,0.0,0.190117653897384,0.190117653897384,2021,H2,TG
46,0.0,0.0,0.1391214041730677,0.1391214041730677,2021,H2,SY
44,0.0556174252027502,0.0084676953146796,0.2888293387565208,0.2803616434418412,2021,H2,SS
18,0.0,0.0,0.5870681267072035,0.5870681267072035,2021,H2,TJ
54,0.0,0.0,0.1621740632324115,0.1621740632324115,2021,H2,TT
7874,0.0365389496254537,0.0308932580419149,0.043170421412013,0.012277163370098,2021,H2,BR
3322,0.0368258980574555,0.0281513411692542,0.048041300612145,0.0198899594428907,2021,H2,GR
