count,mean,ci_lower,ci_upper,ci_width,year,half_year,has_ai_policy,country_list
332,0.0189348289712088,0.0050390269258714,0.0685115655166539,0.0634725385907825,2021,H1,True,BG
56,0.0458480167398574,0.0068651792050259,0.2503816656848633,0.2435164864798374,2021,H1,True,CG
1127,0.0472326865205047,0.0318283660731686,0.0695567821089367,0.0377284160357681,2021,H1,True,AR
4832,0.0465643548858303,0.03687038676743,0.0586518516960273,0.0217814649285972,2021,H1,False,IN
87,0.0600510309246017,0.0146278703193183,0.2156546716215134,0.2010268013021951,2021,H1,True,CD
77,0.0921385810022577,0.0302280308598341,0.2483737210973894,0.2181456902375552,2021,H1,True,CI
3357,0.0513397851848466,0.041241438201874,0.0637464013704127,0.0225049631685386,2021,H1,False,SE
207,0.0405378060221538,0.0119447999863817,0.1286628852985843,0.1167180853122025,2021,H1,True,CM
1026,0.0540516788292715,0.0352048001548223,0.0821293329213105,0.0469245327664882,2021,H1,True,AE
956,0.050062472881472,0.031104112326268,0.0796265484151631,0.0485224360888951,2021,H1,True,BD
3012,0.0278776827526152,0.0200993052240815,0.0385478543497372,0.0184485491256557,2021,H1,False,RU
5419,0.0534362542711967,0.0440655333297552,0.0646648991751339,0.0205993658453786,2021,H1,False,KR
11,0.0235623478151476,1.1233371492556054e-06,0.9980745798415028,0.9980734565043536,2021,H1,True,CV
126,0.0517878556852908,0.0158679228411136,0.1561200882173331,0.1402521653762194,2021,H1,True,CR
101,0.0531975727399155,0.0129812685887544,0.1935706445852658,0.1805893759965113,2021,H1,True,CU
1687,0.0297068386895485,0.0197786165927648,0.0443930022607718,0.0246143856680069,2021,H1,True,CL
474,0.0301725821391933,0.0124461884076083,0.0713223177990507,0.0588761293914423,2021,H1,True,CY
5525,0.0452200864201854,0.037659626328629,0.0542128616124552,0.0165532352838261,2021,H1,False,NL
32,0.0,0.0,0.3834185041848109,0.3834185041848109,2021,H1,True,DO
337,0.0502522073332488,0.0237980005070437,0.1030102420670853,0.0792122415600415,2021,H1,True,DZ
14,0.3157986559899622,0.0852950173325113,0.695548885978944,0.6102538686464327,2021,H1,True,FO
59,0.0975590552214803,0.0245190088558198,0.3173864560901235,0.2928674472343037,2021,H1,True,FJ
406,0.0530961458782062,0.0265602114968865,0.1033295738035298,0.0767693623066432,2021,H1,True,EE
366,0.0220660098388417,0.0074707206748952,0.0633554761648585,0.0558847554899633,2021,H1,True,EC
38,0.0,0.0,0.4014118265683318,0.4014118265683318,2021,H1,True,GA
22,0.0,0.0,0.4582067745757371,0.4582067745757371,2021,H1,True,GD
22,0.0,0.0,0.4837900157844109,0.4837900157844109,2021,H1,True,GL
17,0.0,0.0,0.6309853346251065,0.6309853346251065,2021,H1,True,GN
30,0.0863555761757449,0.0165273685054786,0.3470879876624485,0.3305606191569699,2021,H1,True,GF
32,0.0755487595494504,0.0129433190256764,0.3374460459687441,0.3245027269430677,2021,H1,True,GP
1055,0.0202824403797028,0.0102088071024161,0.0398956598366069,0.0296868527341908,2021,H1,True,CO
10,0.0,0.0,0.7966889150715973,0.7966889150715973,2021,H1,True,GW
56,0.059639512396248,0.0144870970513423,0.2148413170783842,0.2003542200270419,2021,H1,True,GM
63,0.0313538796246172,0.0020063002583268,0.3426137421188363,0.3406074418605094,2021,H1,True,GT
977,0.0477477667242313,0.0308025888934862,0.0733097512707964,0.0425071623773101,2021,H1,True,ET
35,0.0,0.0,0.1454813104263775,0.1454813104263775,2021,H1,True,HN
19,0.0,0.0,0.4308147358498827,0.4308147358498827,2021,H1,True,HT
119,0.0580796863996143,0.0137339446193879,0.2144759033130087,0.2007419586936207,2021,H1,True,GE
8177,0.0279246544216462,0.0229430755432776,0.0339502881651174,0.0110072126218397,2021,H1,False,FR
535,0.0570902594842747,0.0329614933512396,0.0971082973891133,0.0641468040378736,2021,H1,True,GH
2633,0.0534211762564752,0.0420625643794513,0.0676305265726935,0.0255679621932422,2021,H1,True,CZ
26,0.0,0.0,0.5226680442386884,0.5226680442386884,2021,H1,True,JM
238,0.04936604517244,0.0219998068842071,0.10704792436412,0.0850481174799129,2021,H1,True,IS
17,0.0,0.0,0.3617873846401442,0.3617873846401442,2021,H1,True,KN
24,0.0775965177780958,0.0113563532515372,0.3812222131765735,0.3698658599250363,2021,H1,True,KG
1014,0.0764572614252194,0.0531808598636728,0.1087512121594923,0.0555703522958195,2021,H1,True,ID
414,0.0338485416017517,0.0139605639823405,0.0797763575863453,0.0658157936040047,2021,H1,True,IQ
91,0.0960100144557913,0.0291203302057368,0.273295642644435,0.2441753124386981,2021,H1,True,KH
4904,0.0406527576330942,0.0328122507192379,0.0502693839038463,0.0174571331846083,2021,H1,True,BE
7078,0.0229401444059714,0.0182041662114172,0.0288719970909772,0.01066783087956,2021,H1,False,ES
24,0.0,0.0,0.2517863778998031,0.2517863778998031,2021,H1,True,LA
11,0.1168366179558522,0.0020252493111841,0.8960948497735758,0.8940696004623917,2021,H1,True,LR
46,0.0,0.0,0.0976078959388497,0.0976078959388497,2021,H1,True,LY
32,0.0,0.0,0.4332946449201967,0.4332946449201967,2021,H1,True,MD
33,0.05726242555228,0.0083976666430557,0.30345092976716,0.2950532631241042,2021,H1,True,LI
11,0.1153926171266646,0.0074281678212932,0.6945362148070489,0.6871080469857557,2021,H1,True,MS
20,0.0970057155080631,0.0138534394805042,0.4510024508647363,0.4371490113842321,2021,H1,True,MQ
26,0.0904856065476055,0.0129564971329431,0.4298842766186874,0.4169277794857443,2021,H1,True,MC
60,0.1041668420586232,0.0273453509359299,0.3247476414286697,0.2974022904927398,2021,H1,True,ME
32,0.0602142668170617,0.0086317434469266,0.3204192819389281,0.3117875384920015,2021,H1,True,MU
59,0.0323589998751255,0.0046616103025816,0.1927536237435997,0.1880920134410181,2021,H1,True,MG
56,0.0267438599462958,0.0009145912173149,0.452006608769482,0.451092017552167,2021,H1,True,MN
457,0.0388764295279003,0.0181792461764761,0.081188934492465,0.0630096883159888,2021,H1,True,JO
17,0.0,0.0,0.2954603340135412,0.2954603340135412,2021,H1,True,NE
64,0.035140792853498,0.0053918577948511,0.1965844037947643,0.1911925459999132,2021,H1,True,MK
40,0.0,0.0,0.1135167792276069,0.1135167792276069,2021,H1,True,
99,0.0,0.0,0.0707228995483684,0.0707228995483684,2021,H1,True,MZ
21,0.0,0.0,0.4791579278067161,0.4791579278067161,2021,H1,True,NI
729,0.0705131645934908,0.0469652197703841,0.1045723392448709,0.0576071194744867,2021,H1,True,HR
68,0.0391083945689461,0.0059730664427726,0.2160991736624706,0.210126107219698,2021,H1,True,ML
4163,0.0367464863024835,0.0290433996318488,0.0463950143338547,0.0173516147020059,2021,H1,True,AT
105,0.0947173026319568,0.0411493324826264,0.2032387773122959,0.1620894448296694,2021,H1,True,MT
32,0.0598502585905354,0.0019685007802874,0.6726347166668958,0.6706662158866084,2021,H1,True,NC
88,0.0676621600540384,0.0194490093031375,0.2098188332481047,0.1903698239449672,2021,H1,True,MM
220,0.0796666640429007,0.0378447743795033,0.1600190280360024,0.122174253656499,2021,H1,True,KW
216,0.0788394430331474,0.0409645991696203,0.1463872492709441,0.1054226501013238,2021,H1,True,LV
198,0.0471478772819578,0.0169872545243116,0.1240979919408421,0.1071107374165305,2021,H1,True,KZ
7809,0.0354008850614324,0.0293968599022407,0.0425773820119997,0.013180522109759,2021,H1,False,JP
170,0.0407057348878093,0.013278384648164,0.1180104196203471,0.104732034972183,2021,H1,True,MW
388,0.0418348041857118,0.0168552404860752,0.1000662764934366,0.0832110360073614,2021,H1,True,LB
19,0.1631356196357706,0.0256286389634306,0.5909567095858561,0.5653280706224254,2021,H1,True,PG
26,0.0734142824512866,0.0115228877594292,0.350021222001941,0.3384983342425117,2021,H1,True,PF
2857,0.0540452176743206,0.0419704840758191,0.0693423638905154,0.0273718798146962,2021,H1,True,EG
692,0.0461052758331556,0.0275045312929445,0.0762983932996115,0.0487938620066669,2021,H1,True,KE
582,0.0503803878390199,0.0275946677249507,0.090235005120364,0.0626403373954132,2021,H1,True,MO
248,0.0288373931593827,0.0078384622734356,0.1003990311276181,0.0925605688541825,2021,H1,True,LK
355,0.0370773881325388,0.0165000121989337,0.0811983761078555,0.0646983639089218,2021,H1,True,LU
116,0.0,0.0,0.1475387319495066,0.1475387319495066,2021,H1,True,PS
563,0.02156905177573,0.0080081088217727,0.0567796932258217,0.048771584404049,2021,H1,True,LT
262,0.0639455214887393,0.0315870053800421,0.125168382633844,0.0935813772538018,2021,H1,True,NP
37,0.0642200615194482,0.0130335631301947,0.2628861782212566,0.2498526150910619,2021,H1,True,PY
164,0.0739610207443936,0.0295626850231164,0.1731417928237041,0.1435791078005877,2021,H1,True,PR
51,0.1197795216047981,0.0417559527959583,0.2982220072050306,0.2564660544090722,2021,H1,True,RE
13,0.0,0.0,0.7287963539502442,0.7287963539502442,2021,H1,True,SC
220,0.0505676015648106,0.021132778884701,0.116136561134538,0.0950037822498369,2021,H1,True,OM
132,0.017611547102815,0.0027654446007306,0.1038575183023956,0.1010920737016649,2021,H1,True,PA
112,0.0374004398389768,0.009774051979169,0.1326523546799386,0.1228783027007695,2021,H1,True,SD
10,0.0,0.0,0.5839537376958184,0.5839537376958184,2021,H1,True,SV
23,0.0,0.0,0.4339265328894703,0.4339265328894703,2021,H1,True,SS
17,0.0,0.0,0.2434035741969836,0.2434035741969836,2021,H1,True,SZ
15,0.0,0.0,0.567268142256732,0.567268142256732,2021,H1,True,TD
107,0.0333609090983769,0.0064102866490462,0.1558468192818433,0.149436532632797,2021,H1,True,RW
58,0.0,0.0,0.1802351464096131,0.1802351464096131,2021,H1,True,SY
95,0.0,0.0,0.0824790162521905,0.0824790162521905,2021,H1,True,SN
26,0.1775997395808257,0.0390494152308471,0.5343720492401992,0.495322634009352,2021,H1,True,TG
37,0.0636398834269585,0.009219154568258,0.3317436080886172,0.3225244535203592,2021,H1,True,SL
23,0.0667527791704422,0.009485549918057,0.3482152513282132,0.338729701410156,2021,H1,True,TJ
952,0.0523202262611266,0.0324972214509932,0.0831953059036091,0.0506980844526158,2021,H1,True,NG
42,0.0848544032827673,0.0132572737248209,0.3902099956834009,0.3769527219585799,2021,H1,True,TT
1715,0.0456240725859664,0.0331281551429215,0.06252861767559,0.0294004625326685,2021,H1,True,HU
501,0.0329989617802974,0.0128897897914582,0.0818779392812964,0.0689881494898381,2021,H1,True,PH
623,0.0474288153455897,0.0259964537787366,0.0849889461457911,0.0589924923670545,2021,H1,True,QA
480,0.0185119670624272,0.0064767939148885,0.0517461080812996,0.0452693141664111,2021,H1,True,MA
2731,0.0498405347465004,0.0375580384072316,0.0658648561536522,0.0283068177464206,2021,H1,True,IE
393,0.0240532725357744,0.0094863479800791,0.0596418139526958,0.0501554659726167,2021,H1,True,UA
421,0.0078030101881598,0.0010197443055002,0.0571277361270479,0.0561079918215477,2021,H1,True,PE
732,0.055825693368223,0.0355417504990998,0.086645841592762,0.0511040910936622,2021,H1,True,SK
904,0.0577659933885782,0.0386946440947084,0.0854019379262356,0.0467072938315272,2021,H1,True,SI
8030,0.0255595861358114,0.0208509679535308,0.0312975286383892,0.0104465606848584,2021,H1,False,IT
350,0.0209101493001016,0.005048901568246,0.0824697004073478,0.0774207988391018,2021,H1,True,TZ
627,0.0498765850112689,0.0291715689789227,0.0840057164233123,0.0548341474443895,2021,H1,True,TN
707,0.0689216779057757,0.045310752519438,0.1035021265973409,0.0581913740779028,2021,H1,True,RS
441,0.0614563742998446,0.033351911615555,0.1105353744440128,0.0771834628284578,2021,H1,True,UG
3518,0.0427579781505698,0.0337265920823174,0.0540724742381959,0.0203458821558785,2021,H1,True,FI
2530,0.0435275666367204,0.0330776196864677,0.0570839793554375,0.0240063596689698,2021,H1,True,GR
2992,0.0582829978742839,0.0463987954277734,0.072978173006492,0.0265793775787185,2021,H1,True,IL
2205,0.0424301185012779,0.0314657885695885,0.0569901881984336,0.0255243996288451,2021,H1,True,MX
2380,0.0712753352987632,0.0562400783210165,0.0899470368117847,0.0337069584907682,2021,H1,True,PK
4075,0.0524615784294404,0.0426608734998071,0.0643624762238309,0.0217016027240237,2021,H1,True,HK
1944,0.0392797362568458,0.0275565154897169,0.0557046131536555,0.0281480976639385,2021,H1,True,NZ
5785,0.0399818968991745,0.0331925569666555,0.0480908783168242,0.0148983213501686,2021,H1,True,BR
90,0.0,0.0,0.1083091568688013,0.1083091568688013,2021,H1,True,VE
19,0.0599635352938139,0.006263121120301,0.392320082346234,0.3860569612259329,2021,H1,True,VI
1603,0.0315876623052893,0.0202288197364071,0.0490056762325705,0.0287768564961634,2021,H1,True,RO
56,0.0543403400877427,0.0096898759876933,0.2523165532870965,0.2426266772994032,2021,H1,True,UZ
31,0.0801984092278989,0.0132061619555342,0.3622686602437192,0.349062498288185,2021,H1,True,XK
1762,0.0683742124298975,0.0520657254064469,0.0893097101540923,0.0372439847476453,2021,H1,True,TH
2212,0.0621237819845011,0.0463278866727911,0.0828376096258,0.0365097229530089,2021,H1,True,MY
119,0.031017148218463,0.0052281786784645,0.163151616958463,0.1579234382799985,2021,H1,True,YE
181,0.0319553789861072,0.0096157108505599,0.1009075978066168,0.0912918869560568,2021,H1,True,UY
128,0.064570448135829,0.02354242455769,0.1650159108264011,0.141473486268711,2021,H1,True,ZW
