count,mean,ci_lower,ci_upper,year,half_year,is_oa,country_list
385,0.05822480503567631,0.03890856165816485,0.08626985641944583,2021,H1,False,RS
44,0.044189758579187256,0.012007233594795913,0.14957140063194457,2021,H1,False,SS
41,0.07366865280048297,0.025456523147698334,0.19492632366934362,2021,H1,False,TJ
22,0.11419665271231222,0.03617279894626202,0.30692360290763726,2021,H1,False,TT
444,0.035821744809188046,0.022136557329764283,0.05747011487323747,2021,H1,False,QA
579,0.02520802770007983,0.015232059194662554,0.041442623770106886,2021,H1,False,RO
994,0.09815198694028462,0.08117422073835479,0.11822379695188151,2021,H1,False,PK
112,0.0,3.469446951953614e-18,0.033161347066943875,2021,H1,False,TZ
309,0.051046515086002255,0.03155517879832277,0.08156347650153747,2021,H1,False,SK
158,0.012620963785002891,0.003462148565395458,0.044916576106319404,2021,H1,False,UG
1448,0.049608503079750156,0.03956771768412262,0.06203268974567247,2021,H1,False,MX
453,0.026365322679163264,0.015125787129868708,0.04557019532232636,2021,H1,False,TN
510,0.06484629870446297,0.04656034190053704,0.08963863990187845,2021,H1,False,SI
321,0.04076848539893463,0.02401922307298193,0.06837916276045237,2021,H1,False,UA
778,0.07555364401260643,0.05899711961809564,0.09628107333860716,2021,H1,False,TH
11826,0.03903142777745588,0.03568794771316661,0.04267428493720178,2021,H1,False,AU
1719,0.03568951360477855,0.027903831159753676,0.0455457633726082,2021,H1,False,SA
1655,0.03547292807251028,0.027582632027633225,0.04551467940977638,2021,H1,False,NZ
3820,0.035262058262294685,0.029864352661999147,0.04159352206612732,2021,H1,False,HK
2237,0.04028421818273846,0.03289318296519861,0.049251428491222604,2021,H1,False,PT
11,0.11138052873956761,0.022928857050449114,0.40100726196445696,2021,H1,False,VI
53,0.0016744945979750559,3.699623293691723e-05,0.0706676501899714,2021,H1,False,VE
35,0.1315960546984641,0.055649155769548694,0.2804139851604742,2021,H1,False,YE
39,0.04096984924335252,0.00989905391745724,0.15436022331976934,2021,H1,False,UZ
53,0.06306971345519596,0.022845273526057308,0.16235138865236684,2021,H1,False,ZW
61,0.10956927918199835,0.053232390890763245,0.2121674195682468,2021,H1,False,ZM
2304,0.04113507612240247,0.033760244696245396,0.05003749143227874,2021,H1,False,TR
139,0.020424902558148165,0.006781448445853506,0.05986294044833333,2021,H1,False,UY
3063,0.04056702267287317,0.03413655848115539,0.04814843834804304,2021,H1,False,PL
3224,0.03119317822328681,0.025728121236638382,0.03777409057253023,2021,H1,False,RU
2933,0.03907887008069856,0.03264742017923518,0.046716111690703,2021,H1,False,SG
556,0.04667968743349968,0.032041274166017875,0.06753918806731082,2021,H1,False,VN
2935,0.059238626858566505,0.05126036292824655,0.06836915891113816,2021,H1,False,TW
6681,0.050163672109568326,0.04518314158208567,0.055661201503901664,2021,H1,False,IN
3235,0.029776714321254335,0.024454259039414342,0.036214595233791363,2021,H1,False,NO
1615,0.04168184042923278,0.03297299953972252,0.05256582988214836,2021,H1,False,ZA
12670,0.051390108761559125,0.04767973044424356,0.05537243563201823,2021,H1,False,CA
34,0.05269163732853133,0.013666323220592871,0.18253356944776455,2021,H1,True,AF
85,0.014727656009599462,0.0030345873887470884,0.06838657595721134,2021,H1,True,AM
66,0.06941932503746492,0.028961369968344405,0.1572433563536973,2021,H1,True,AL
6593,0.06025391110291964,0.054762081009718536,0.06625788522826229,2021,H1,False,KR
5894,0.04456545281134463,0.03958749794596984,0.05013668678425802,2021,H1,False,SE
13,0.0,0.0,0.22809537235419838,2021,H1,True,BB
67,0.0,0.0,0.05422613939130178,2021,H1,True,AZ
115,0.05500424059962178,0.02594788032129361,0.11282889271959126,2021,H1,True,BA
16,0.0,0.0,0.1936076805344365,2021,H1,True,BI
93,0.0,0.0,0.03966750261173514,2021,H1,True,BF
52,0.0,0.0,0.06879223612386234,2021,H1,True,BN
101,0.0,0.0,0.03664064639985608,2021,H1,True,BJ
42,0.0,0.0,0.08379879086570391,2021,H1,True,BO
82,0.1458916172544095,0.08540100128255046,0.2380753751897844,2021,H1,True,BH
916,0.048345104608332516,0.036242152624372415,0.06422047555683119,2021,H1,True,AR
10,0.2121254529557488,0.062310000451942016,0.5217301635604598,2021,H1,True,BS
59,0.0,0.0,0.061129370526788386,2021,H1,True,BW
14,0.02377510555563783,0.0017681544210727401,0.25085478530312594,2021,H1,True,BT
99,0.0,0.0,0.03735321206782739,2021,H1,True,BY
760,0.05782070784052859,0.04334360097989456,0.07674536994336378,2021,H1,True,AE
10655,0.026314329121515892,0.023441478772846625,0.02952861320023219,2021,H1,False,ES
296,0.0160984726315711,0.00676220847295738,0.03783387464102105,2021,H1,True,BG
847,0.04059933219449169,0.029251040016328084,0.05609591481919818,2021,H1,True,BD
57,0.04462140128025795,0.014058121182407728,0.13268882965840167,2021,H1,True,CG
97,0.057189436749513836,0.025699534732590137,0.12241622762124328,2021,H1,True,CD
72,0.07270478835107415,0.03203197539328249,0.15666360833860524,2021,H1,True,CI
8782,0.037231960074459704,0.03347022415518287,0.04139837080541835,2021,H1,False,JP
10792,0.02796595362903183,0.025019276766869714,0.031248556015483327,2021,H1,False,FR
200,0.04477526166056613,0.02369573757210174,0.08301250328705534,2021,H1,True,CM
2923,0.04296447002862961,0.036193599997783175,0.050935051894012214,2021,H1,True,AT
94,0.02979252476809967,0.009839162134763484,0.08666853093225485,2021,H1,True,CU
108,0.019510509557326153,0.005527552427929915,0.06650055745207116,2021,H1,True,CR
1631,0.02432435732224191,0.017891244383191843,0.032992902184668764,2021,H1,True,CL
3447,0.04713402728240012,0.040549403125466434,0.0547269075451259,2021,H1,True,BE
343,0.04940712981449813,0.031050731642778506,0.07774465285866741,2021,H1,True,CY
11571,0.027995853470132365,0.02514323539502386,0.031161769053209692,2021,H1,False,IT
22,0.0,0.0,0.14865487460862087,2021,H1,True,DO
9997,0.0420098618981916,0.03825009780968735,0.046121466431931664,2021,H1,False,NL
281,0.04721373880936811,0.02794369978475106,0.07869660516706509,2021,H1,True,DZ
317,0.050318918779361226,0.03118473382965484,0.0802212342711974,2021,H1,True,EE
320,0.02509558367548325,0.012785947354792111,0.04867200322843812,2021,H1,True,EC
12,0.17286986235707355,0.049796353187753495,0.45459756707582094,2021,H1,True,FO
46,0.11474459942635358,0.05110661250013773,0.2377685991929164,2021,H1,True,FJ
886,0.01789808505512596,0.011023046531772275,0.02893560586176848,2021,H1,True,CO
38,0.0,0.0,0.09180986822558396,2021,H1,True,GA
24,0.0,1.3877787807814457e-17,0.13797620467498017,2021,H1,True,GF
12,0.26857192200784136,0.09933607707653772,0.5500476107088252,2021,H1,True,GD
29,0.0,0.0,0.11696979849974075,2021,H1,True,GL
17,0.0,0.0,0.1843181350088518,2021,H1,True,GN
27,0.1383341381851705,0.05347399059235622,0.31328889012791294,2021,H1,True,GP
110,0.040600627317379304,0.016672742522110158,0.09553239752828757,2021,H1,True,GE
63,0.04900402106151947,0.017043097559091405,0.1328035044026335,2021,H1,True,GM
45,0.0401911140108132,0.01046247052379172,0.14224916548711053,2021,H1,True,GT
15,0.0,0.0,0.20388330103584862,2021,H1,True,HT
25,0.03521533989463289,0.005701398709851244,0.18854071124216332,2021,H1,True,HN
2283,0.059398874270313796,0.05042304176800624,0.06985495899938911,2021,H1,True,CZ
953,0.052227717459084916,0.039814115011650573,0.06823668833160644,2021,H1,True,ET
467,0.06036115206393236,0.04213957919459135,0.08575649648072312,2021,H1,True,GH
174,0.03370928579848217,0.015408182167234503,0.07215458515276618,2021,H1,True,IS
27,0.0,0.0,0.12455502974186705,2021,H1,True,JM
899,0.06756008267045191,0.052925128624587175,0.08587497435900249,2021,H1,True,ID
676,0.06378872378941747,0.04771917360884631,0.08478791641219025,2021,H1,True,HR
329,0.012826696704351341,0.005116933413438942,0.03178179096925121,2021,H1,True,IQ
4676,0.03446364502688118,0.029605492459650964,0.040086070808450544,2021,H1,True,BR
19,0.0,0.0,0.16817922405261626,2021,H1,True,KN
27,0.06844615458411343,0.018125847459436586,0.226270865810776,2021,H1,True,KG
74,0.0987729658199294,0.049399583856886725,0.18774727903227756,2021,H1,True,KH
384,0.04196758497773688,0.026039333045019365,0.06696919727889586,2021,H1,True,JO
11,0.0780262455517087,0.012463869185427023,0.3620300596109722,2021,H1,True,LR
29,0.019617887278812376,0.0022756334712326354,0.14934053894214624,2021,H1,True,LA
39,0.0,0.0,0.08966685370757142,2021,H1,True,LY
28,0.0,1.3877787807814457e-17,0.12064330476584563,2021,H1,True,MD
28,0.11965527430839447,0.04382919870937066,0.2872534392228069,2021,H1,True,MC
76,0.0,0.0,0.048113585065137326,2021,H1,True,MM
13,0.16708808170460715,0.04934829983478936,0.4366991995039011,2021,H1,True,MQ
2151,0.03974098385395239,0.03227268118537956,0.04885030382348792,2021,H1,True,FI
2621,0.053535331743110794,0.04555267413729603,0.06282479257107083,2021,H1,True,EG
24,0.07351132262722714,0.01895480516372469,0.24575841817222419,2021,H1,True,MU
50,0.09258447064500362,0.038954029872293794,0.2043511511559643,2021,H1,True,MK
55,0.04535746578275199,0.014146836314015698,0.13593068103147746,2021,H1,True,ML
48,0.04811707150005839,0.01440687806469361,0.14879643212692434,2021,H1,True,MG
58,0.0726241131475514,0.029254640660292278,0.16908893304766726,2021,H1,True,ME
203,0.08133047385552493,0.05105234416394509,0.1271596613798357,2021,H1,True,KW
15,0.0,0.0,0.20388330103584862,2021,H1,True,NE
28,0.0,1.3877787807814457e-17,0.12064330476584563,2021,H1,True,NC
188,0.0553833257771696,0.030717842455722247,0.09785493563164495,2021,H1,True,KZ
90,0.0,0.0,0.04093562556432678,2021,H1,True,MZ
72,0.03938512278003887,0.013110827188522071,0.11232078566468459,2021,H1,True,MN
15,0.0,0.0,0.20388330103584862,2021,H1,True,NI
73,0.06241684971459621,0.025947620449647303,0.14263739964026867,2021,H1,True,MT
36,0.14030064109006823,0.06170179358886804,0.2882629263760752,2021,H1,True,NA
198,0.07219781668746271,0.043717927973765114,0.11696161932251234,2021,H1,True,LV
163,0.04548517849230583,0.022646158232336004,0.0892542479445857,2021,H1,True,MW
1340,0.049481178200491485,0.03910261787783702,0.06243541363799052,2021,H1,True,HU
288,0.057378842240445885,0.03589426882748867,0.09051570767231015,2021,H1,True,MO
259,0.08790889997094882,0.05917353438242589,0.12868978530539632,2021,H1,True,LU
81,0.0,0.0,0.045278085432415204,2021,H1,True,PA
18,0.13770414231283043,0.04348624555990782,0.35936266742659173,2021,H1,True,PG
25,0.08812465443549947,0.025882351167464346,0.26008416646760313,2021,H1,True,PF
228,0.030678490794270603,0.014934649423926638,0.06197502287360612,2021,H1,True,LK
339,0.0,0.0,0.011204767456969683,2021,H1,True,PE
3224,0.04328883043146911,0.036790817096199226,0.05087390902271941,2021,H1,True,DK
2022,0.05044286718195328,0.04172699783526903,0.060863662850241355,2021,H1,True,GR
239,0.03671342888411474,0.019280212586143087,0.06880391411602343,2021,H1,True,NP
296,0.028693046874547982,0.01489399340101467,0.054568524065195925,2021,H1,True,LB
1695,0.05732715644167579,0.04722858238168621,0.06942769424082362,2021,H1,True,IE
94,0.0,0.0,0.03926207629154474,2021,H1,True,PS
21,0.0,0.0,0.154639018924847,2021,H1,True,PY
184,0.06812827134539921,0.0398611728465104,0.11405938791425274,2021,H1,True,OM
630,0.05427414095955288,0.03913234056948281,0.07481867261307842,2021,H1,True,KE
400,0.0160103539967587,0.007535507539197642,0.03369290438938937,2021,H1,True,MA
49,0.17166957308421768,0.0911005004953523,0.2999764577141069,2021,H1,True,RE
546,0.021044066882283607,0.011935276482993161,0.0368452936720385,2021,H1,True,LT
112,0.0563066370744182,0.02653916527651423,0.11550104807087158,2021,H1,True,PR
12,0.0,2.7755575615628914e-17,0.24249400665524085,2021,H1,True,SC
337,0.039085708678376935,0.02306056498092324,0.0655003353695229,2021,H1,True,PH
2267,0.06108352742045832,0.051948209731880246,0.07170382729358245,2021,H1,True,IL
93,0.04455317939006146,0.017731198888627404,0.10750803578359794,2021,H1,True,RW
897,0.05636625665040752,0.043079336135211026,0.07343675248812269,2021,H1,True,NG
5816,0.03681063727718002,0.03226906338531342,0.04196367898158866,2021,H1,True,CH
105,0.052347829863520684,0.0234206256500848,0.11287397433751636,2021,H1,True,SD
2478,0.0616478111872736,0.05283957653559753,0.07181303169821998,2021,H1,True,HK
13,0.0,0.0,0.22809537235419838,2021,H1,True,SS
14,0.0,1.3877787807814457e-17,0.2153108027376358,2021,H1,True,SZ
11,0.0,0.0,0.2588329669680317,2021,H1,True,TD
94,0.0,0.0,0.03926207629154474,2021,H1,True,SN
35,0.07305956042184512,0.023193700252971322,0.20737508686611247,2021,H1,True,SL
22,0.1575822193486952,0.05906888073689737,0.3578997024534569,2021,H1,True,TG
444,0.06668523589456944,0.046999570507552504,0.09380460707154654,2021,H1,True,QA
12,0.0,2.7755575615628914e-17,0.24249400665524085,2021,H1,True,TJ
11,0.0,0.0,0.2588329669680317,2021,H1,True,TL
62,0.03067684358916543,0.008212378832818723,0.10790575649846702,2021,H1,True,SY
584,0.06643410256031596,0.04893703981394534,0.08959774603548767,2021,H1,True,RS
29,0.0,0.0,0.11696979849974075,2021,H1,True,TT
2686,0.05332416049561419,0.04544736816115119,0.06247678032394546,2021,H1,True,IR
699,0.03864227426088274,0.026693190013465568,0.055634563295933415,2021,H1,True,SI
1221,0.0441559749921811,0.03399188972047952,0.057179378975078174,2021,H1,True,NZ
413,0.05516374202016455,0.036966758918447876,0.08155962247636085,2021,H1,True,UG
712,0.052982369348282696,0.038797720325484994,0.07196472825254441,2021,H1,True,SK
332,0.01712536981154664,0.0077142097895832335,0.03758306955460626,2021,H1,True,TZ
9669,0.05503404175215029,0.05066272912802348,0.05975878070141575,2021,H1,True,CA
694,0.046845738330882146,0.03346519407501365,0.06521530527555953,2021,H1,True,TN
446,0.017025228066846244,0.008503533548274395,0.03379572963259102,2021,H1,True,UA
2011,0.04714669868231216,0.038715128452526254,0.057305072081857644,2021,H1,True,MY
1906,0.028190209252206895,0.021655626069676335,0.036622790694213,2021,H1,True,MX
10,0.0,0.0,0.2775327998628892,2021,H1,True,WS
83,0.0,3.469446951953614e-18,0.04423530964197385,2021,H1,True,VE
15,0.07693407076010483,0.01513972375271222,0.31124057418595463,2021,H1,True,VI
50,0.07137720960868443,0.026696821406328758,0.17722001186756256,2021,H1,True,UZ
128,0.0,0.0,0.029136956273508416,2021,H1,True,YE
37,0.06733520107887472,0.02106482016019426,0.19499660260317808,2021,H1,True,XK
122,0.05204978348951387,0.024575917202379102,0.1068720662138407,2021,H1,True,ZM
141,0.023599333701172207,0.008471600670706611,0.06399709033729235,2021,H1,True,UY
122,0.040497566127306844,0.017336733337276575,0.09171210545050396,2021,H1,True,ZW
1803,0.04067808637174527,0.03249385812149217,0.05081540929782787,2021,H1,True,SG
1545,0.03390550252658753,0.02597426910100827,0.04414876447955335,2021,H1,True,RO
1655,0.06074775955197071,0.05022522516575995,0.07330468894875508,2021,H1,True,TH
2540,0.0405896993961413,0.03358358961974663,0.04898332154714013,2021,H1,True,NO
2190,0.06641326117230807,0.05672527650379671,0.07761968337030344,2021,H1,True,PK
1969,0.030897919961432544,0.024121157591774176,0.03950152585682189,2021,H1,True,TR
783,0.05464675277163455,0.040791661796635376,0.07285038471562208,2021,H1,True,VN
17508,0.031017323921729005,0.02855045287430582,0.03368995033097523,2021,H1,False,DE
3089,0.03880118714290722,0.032543854070242316,0.04620418272128562,2021,H1,True,PT
3487,0.029678241862490237,0.024542687717934393,0.03584891701593434,2021,H1,True,RU
3788,0.045030758628126735,0.03887517571261044,0.052108186839335366,2021,H1,True,SA
15,0.0,0.0,0.20388330103584862,2021,H2,False,AF
6027,0.05022637474678178,0.044993098029052166,0.056032635142441604,2021,H1,True,IN
24,0.05854002805087526,0.013081634237976467,0.22582036475470096,2021,H2,False,AL
2134,0.051403383167491455,0.04281436135702021,0.06160455954027098,2021,H1,True,ZA
47,0.12536628769327351,0.05835160652838092,0.2489938203400863,2021,H2,False,AM
31,0.0,0.0,0.11025539546043596,2021,H2,False,BA
19,0.0,0.0,0.16817922405261626,2021,H2,False,BB
51,0.0,0.0,0.07004661989853143,2021,H2,False,AZ
579,0.04198487769521949,0.028444221666180616,0.061563011686615446,2021,H2,False,AE
4173,0.056920219960343174,0.05028953605768912,0.06436590857221841,2021,H1,True,TW
34,0.0,0.0,0.10151455415332376,2021,H2,False,BF
14,0.0,1.3877787807814457e-17,0.2153108027376358,2021,H2,False,BI
28,0.0,1.3877787807814457e-17,0.12064330476584563,2021,H2,False,BO
26,0.0,0.0,0.1287289218592153,2021,H2,False,BJ
24,0.16659859838223914,0.06674659001346903,0.3584535268080842,2021,H2,False,BN
40,0.05471971620090171,0.015925026976173526,0.17154674832174832,2021,H2,False,BH
39,0.0,0.0,0.08966685370757142,2021,H2,False,BW
47,0.06199694319323834,0.021002477879498313,0.16918033168462976,2021,H2,False,BY
170,0.013661061842221886,0.004079468190633224,0.04473638911186753,2021,H2,False,BG
330,0.060814044296121555,0.03973800415326989,0.09199736571807754,2021,H2,False,BD
751,0.01488954810360437,0.008372726781039284,0.0263439143971618,2021,H2,False,AR
9432,0.07888070952013909,0.07361067610353016,0.08449362966710232,2021,H1,True,KR
14,0.0,1.3877787807814457e-17,0.2153108027376358,2021,H2,False,CG
24,0.0,1.3877787807814457e-17,0.13797620467498017,2021,H2,False,CD
6140,0.06136189700342381,0.05562885252321709,0.06764346156545314,2021,H1,True,PL
28,0.0,1.3877787807814457e-17,0.12064330476584563,2021,H2,False,CI
7128,0.054546649080218654,0.049510632909256086,0.06006253870714037,2021,H1,True,NL
87,0.030597635088725355,0.00984793087719045,0.09104705083180434,2021,H2,False,CM
902,0.0168157045234515,0.010244394529037686,0.027485154552868235,2021,H2,False,CL
68,0.0,0.0,0.053471336520070537,2021,H2,False,CR
75,0.0,0.0,0.04872384248280587,2021,H2,False,CU
4957,0.04889517592310327,0.04323341652878374,0.05525556703943709,2021,H1,True,SE
303,0.04321724795339229,0.025475862698109895,0.07239588903932019,2021,H2,False,CY
16,0.0,0.0,0.1936076805344365,2021,H2,False,DO
151,0.04128433859162875,0.019326212449082267,0.08600300105472587,2021,H2,False,EC
151,0.01894393433316155,0.006312025147952795,0.05544486517159842,2021,H2,False,DZ
594,0.06549087264499406,0.04825659300610881,0.08830907054623126,2021,H2,False,CO
2892,0.027189978757603084,0.02186055860309921,0.03377380475748348,2021,H2,False,AT
10058,0.04130670807950179,0.03758959107492699,0.04537406940057724,2021,H1,True,FR
272,0.023165913511199895,0.010852852330104076,0.04876007112632172,2021,H2,False,EE
28,0.14411799980046974,0.05772951886994648,0.3163760419524943,2021,H2,False,FJ
19,0.06888541115510237,0.014725189783744458,0.2680546665858554,2021,H2,False,FO
141,0.016526005805560327,0.004946244634219544,0.053750985613833235,2021,H2,False,ET
17,0.0,0.0,0.1843181350088518,2021,H2,False,GA
11528,0.030172741235253955,0.027203181749500552,0.03345531613555832,2021,H1,True,ES
1444,0.0266058304042927,0.019477888825152154,0.03624582079565588,2021,H2,False,CZ
10458,0.05342798111066829,0.04927955299205131,0.05790436067603392,2021,H1,True,JP
34,0.0,0.0,0.10151455415332376,2021,H2,False,GD
