year,half_year,is_oa,country_list,count,mean,ci_lower,ci_upper
2021,H1,False,ID,473,0.5750528541226215,0.530074820358452,0.6188216287372168
2021,H1,False,IE,2306,0.5806591500433651,0.5604011661944918,0.6006488481168485
2021,H1,False,IL,2579,0.5269484296238852,0.5076535737527289,0.5461631247230135
2021,H1,False,IM,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,False,IN,6679,0.4885461895493337,0.47656817186593436,0.5005373750869929
2021,H1,False,IQ,166,0.463855421686747,0.3896689560188625,0.5396769169892779
2021,H1,False,IR,1958,0.49948927477017363,0.4773651405331849,0.5216154090973637
2021,H1,False,IS,203,0.5566502463054187,0.48788917392129016,0.6233071023529849
2021,H1,False,IT,11564,0.5044967139398132,0.4953840459814115,0.5136063953528877
2021,H1,False,JE,4,0.75,0.30064184258240184,0.9544127391902995
2021,H1,False,JM,19,0.5263157894736842,0.3170780924511316,0.7267019483882042
2021,H1,False,JO,233,0.6008583690987125,0.5368320405155759,0.6616129455693239
2021,H1,False,JP,8780,0.4356492027334852,0.42530802059236633,0.4460466702570159
2021,H1,False,KE,261,0.6513409961685823,0.5917107587742017,0.7065809073107727
2021,H1,False,KG,15,0.4666666666666667,0.24809535365737387,0.698830199745016
2021,H1,False,KH,44,0.5681818181818182,0.4222414699362943,0.703172765914822
2021,H1,False,KI,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,False,KN,11,0.45454545454545453,0.21271271622459764,0.719908462590678
2021,H1,False,KP,8,0.25,0.071479212752109,0.5907245696898311
2021,H1,False,KR,6593,0.4662520855452753,0.4542336046055371,0.4783098705139103
2021,H1,False,KW,109,0.5229357798165137,0.4299950906023555,0.6143148647301524
2021,H1,False,KY,7,0.7142857142857143,0.35893445183261935,0.9177810759959433
2021,H1,False,KZ,109,0.45871559633027525,0.3681716204188823,0.5520704599826033
2021,H1,False,LA,8,0.625,0.30574239460262737,0.8631557141764026
2021,H1,False,LB,266,0.49624060150375937,0.43663846010200447,0.5559497803828315
2021,H1,False,LC,1,1.0,0.20654931437723745,1.0
2021,H1,False,LI,31,0.6129032258064516,0.4382410861966073,0.7626689857961975
2021,H1,False,LK,106,0.6415094339622641,0.5467420011769402,0.7263789162079262
2021,H1,False,LR,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,False,LS,5,0.4,0.11762077423264783,0.769275718723987
2021,H1,False,LT,226,0.4823008849557522,0.4179961516641338,0.5471972471201951
2021,H1,False,LU,244,0.5450819672131147,0.4823839984450076,0.6063824254805243
2021,H1,False,LV,122,0.5655737704918032,0.47694474085813976,0.6501993668941208
2021,H1,False,LY,22,0.5454545454545454,0.3465979532073493,0.7307970581918668
2021,H1,False,MA,278,0.43884892086330934,0.38174113154422024,0.4976236711279423
2021,H1,False,MC,23,0.5652173913043478,0.3681137508501646,0.743653646743258
2021,H1,False,MD,30,0.6,0.42320360253322475,0.7540937188319815
2021,H1,False,ME,27,0.48148148148148145,0.3074322697621846,0.6601438424504771
2021,H1,False,MG,25,0.72,0.5242339480963842,0.8571614614904344
2021,H1,False,MK,59,0.4915254237288136,0.3684383690774015,0.6156485694061034
2021,H1,False,ML,34,0.35294117647058826,0.21487920594879492,0.5208603688021826
2021,H1,False,MM,30,0.5666666666666667,0.3919730700081361,0.7262251442353347
2021,H1,False,MN,24,0.5416666666666666,0.3507486535891948,0.72108666268789
2021,H1,False,MO,557,0.578096947935368,0.5366856962216249,0.618438356452617
2021,H1,False,MQ,19,0.5263157894736842,0.3170780924511316,0.7267019483882042
2021,H1,False,MR,1,0.0,0.0,0.7934506856227626
2021,H1,False,MS,11,0.6363636363636364,0.35380117450784887,0.8483352890463243
2021,H1,False,MT,80,0.6375,0.5281079450222215,0.7342920693555084
2021,H1,False,MU,29,0.5517241379310345,0.37547963210970914,0.7158683197696281
2021,H1,False,MV,6,0.5,0.18761630648265054,0.8123836935173494
2021,H1,False,MW,60,0.5333333333333333,0.4089342702715789,0.6537209395856151
2021,H1,False,MX,1446,0.46680497925311204,0.4412125685376308,0.4925732951401215
2021,H1,False,MY,843,0.6239620403321471,0.5907705183210827,0.6560289242700394
2021,H1,False,MZ,43,0.4883720930232558,0.3461744754671859,0.632476915305507
2021,H1,False,NA,24,0.625,0.42709962442674276,0.7884063244045122
2021,H1,False,NC,14,0.5714285714285714,0.3259064457965074,0.7861920109552588
2021,H1,False,NE,9,0.4444444444444444,0.18877852109766452,0.733348706504507
2021,H1,False,NG,363,0.5730027548209367,0.5216151250468098,0.6228614566633984
2021,H1,False,NI,15,0.3333333333333333,0.15176324439714725,0.5828645226148023
2021,H1,False,NL,9996,0.5501200480192077,0.5403502370539349,0.5598513515538676
2021,H1,False,NO,3234,0.5763760049474336,0.5592649937835502,0.5933057871773953
2021,H1,False,NP,118,0.4491525423728814,0.36242029793455255,0.5390910585762096
2021,H1,False,NZ,1655,0.5583081570996978,0.5342758067912597,0.5820704534096443
2021,H1,False,OM,93,0.5806451612903226,0.4791144552056523,0.6757778830827776
2021,H1,False,PA,91,0.5824175824175825,0.47977166187867143,0.6783870187923923
2021,H1,False,PE,235,0.5063829787234042,0.4428746000131697,0.5696860333660302
2021,H1,False,PF,11,0.6363636363636364,0.35380117450784887,0.8483352890463243
2021,H1,False,PG,9,0.6666666666666666,0.3542021355803963,0.879416181613089
2021,H1,False,PH,344,0.5,0.4474554806789007,0.5525445193210994
2021,H1,False,PK,994,0.5674044265593562,0.5364037796388561,0.5978860905759664
2021,H1,False,PL,3063,0.5060398302317989,0.48833766345889534,0.5237268662850803
2021,H1,False,PR,139,0.49640287769784175,0.41450600342069976,0.5784932279771308
2021,H1,False,PS,54,0.4444444444444444,0.3200246417222966,0.5762435347322474
2021,H1,False,PT,2235,0.5574944071588367,0.5368216470785115,0.5779698666249081
2021,H1,False,PW,4,0.75,0.30064184258240184,0.9544127391902995
2021,H1,False,PY,31,0.5161290322580645,0.348403954480288,0.6802974843758269
2021,H1,False,QA,444,0.5540540540540541,0.5075514713722091,0.5996293156107535
2021,H1,False,RE,23,0.5652173913043478,0.3681137508501646,0.743653646743258
2021,H1,False,RO,579,0.4939550949913644,0.45340565669193394,0.5345842162073555
2021,H1,False,RS,385,0.522077922077922,0.4722106140272753,0.571509003864188
2021,H1,False,RU,3224,0.4519230769230769,0.43481119759885484,0.46914938907963094
2021,H1,False,RW,41,0.6097560975609756,0.45726856934123794,0.7434385493987647
2021,H1,False,SA,1719,0.532867946480512,0.5092356429380306,0.5563536772060006
2021,H1,False,SC,8,0.75,0.40927543031016883,0.9285207872478909
2021,H1,False,SD,30,0.4666666666666667,0.30232388907699753,0.638577003801267
2021,H1,False,SE,5892,0.5502376103190767,0.5375066434042569,0.5629031122065077
2021,H1,False,SG,2933,0.5519945448346403,0.533941139375143,0.5699119300794384
2021,H1,False,SI,510,0.5647058823529412,0.52135113283394,0.6070931545372564
2021,H1,False,SJ,2,0.0,0.0,0.6576197724933469
2021,H1,False,SK,309,0.4368932038834951,0.38269983063348895,0.4926363855220784
2021,H1,False,SL,12,0.6666666666666666,0.39062208887279953,0.8618799089087867
2021,H1,False,SM,3,0.6666666666666666,0.2076596008020477,0.9385080552796037
2021,H1,False,SN,35,0.42857142857142855,0.2798456817718068,0.5914258885602508
2021,H1,False,SO,1,1.0,0.20654931437723745,1.0
2021,H1,False,SR,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,False,SS,44,0.4318181818181818,0.2968272340851781,0.5777585300637057
2021,H1,False,ST,1,1.0,0.20654931437723745,1.0
2021,H1,False,SV,13,0.6153846153846154,0.35522891512665694,0.8229029220223743
2021,H1,False,SX,3,0.6666666666666666,0.2076596008020477,0.9385080552796037
2021,H1,False,SY,23,0.4782608695652174,0.29237157416646653,0.6703726266357259
2021,H1,False,SZ,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,False,TD,4,0.75,0.30064184258240184,0.9544127391902995
2021,H1,False,TG,13,0.46153846153846156,0.23206067809538303,0.7085620428549398
2021,H1,False,TH,778,0.487146529562982,0.45217357126290325,0.5222457949981705
2021,H1,False,TJ,41,0.34146341463414637,0.21558808257384848,0.494501634801703
2021,H1,False,TM,1,1.0,0.20654931437723745,1.0
2021,H1,False,TN,453,0.5121412803532008,0.4662030155122261,0.5578753595730732
2021,H1,False,TO,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,False,TR,2304,0.5143229166666666,0.4939081405451263,0.5346900110946861
2021,H1,False,TT,22,0.5454545454545454,0.3465979532073493,0.7307970581918668
2021,H1,False,TV,1,0.0,0.0,0.7934506856227626
2021,H1,False,TW,2934,0.48568507157464214,0.467630962575098,0.5037766163642642
2021,H1,False,TZ,112,0.6339285714285714,0.5416508182333701,0.7173238209451269
2021,H1,False,UA,321,0.4392523364485981,0.3859958458221001,0.49394558732628624
2021,H1,False,UG,158,0.4873417721518987,0.4106339708273473,0.5646504832974043
2021,H1,False,US,79989,0.538061483453975,0.5346047942404735,0.5415145170498319
2021,H1,False,UY,139,0.4676258992805755,0.38666828920082597,0.5503247933796486
2021,H1,False,UZ,39,0.6153846153846154,0.45899061456925083,0.7510862653443866
2021,H1,False,VE,53,0.4528301886792453,0.3265757915292224,0.5854602451289419
2021,H1,False,VI,11,0.7272727272727273,0.43435469882387084,0.902539407099751
2021,H1,False,VN,556,0.5413669064748201,0.4998064157333103,0.5823597033978075
2021,H1,False,VU,5,0.6,0.2307242812760128,0.882379225767352
2021,H1,False,WS,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,False,XK,9,0.5555555555555556,0.26665129349549305,0.8112214789023355
2021,H1,False,YE,35,0.45714285714285713,0.3046601928840721,0.6181027493151624
2021,H1,False,ZA,1615,0.5510835913312694,0.5267329611530751,0.5751917820643371
2021,H1,False,ZM,61,0.5081967213114754,0.3860261849109117,0.6293960467628898
2021,H1,False,ZW,53,0.5660377358490566,0.4326535142760728,0.6904960344024968
2021,H1,True,AD,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,True,AE,760,0.5697368421052632,0.5342727676067398,0.6044994851636911
2021,H1,True,AF,34,0.5,0.3406932564568249,0.6593067435431751
2021,H1,True,AG,2,0.0,0.0,0.6576197724933469
2021,H1,True,AL,66,0.5303030303030303,0.41157685726598636,0.6456957150362233
2021,H1,True,AM,85,0.43529411764705883,0.33495777427196094,0.5412261589275046
2021,H1,True,AO,6,0.6666666666666666,0.299993315138392,0.9032285888942195
2021,H1,True,AR,916,0.47161572052401746,0.4394743151543403,0.5039942037938402
2021,H1,True,AT,2922,0.5752908966461328,0.5572810848142886,0.5931030033848541
2021,H1,True,AU,8977,0.6006460955775872,0.5904736902146103,0.6107324003600344
2021,H1,True,AW,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,True,AZ,67,0.34328358208955223,0.24089006272762914,0.4626733540965101
2021,H1,True,BA,114,0.6403508771929824,0.5490091280357571,0.7225421606214103
2021,H1,True,BB,13,0.38461538461538464,0.17709707797762575,0.6447710848733431
2021,H1,True,BD,846,0.6323877068557919,0.5993672838879947,0.6642112902978772
2021,H1,True,BE,3447,0.5790542500725269,0.5624935591542987,0.5954389354281243
2021,H1,True,BF,93,0.5053763440860215,0.40558509572190393,0.6047410601639914
2021,H1,True,BG,296,0.4560810810810811,0.400265452184912,0.5130220561461223
2021,H1,True,BH,82,0.6707317073170732,0.5633838807286914,0.7627988331332257
2021,H1,True,BI,16,0.5625,0.331785563988119,0.7690134759450765
2021,H1,True,BJ,101,0.5742574257425742,0.4768501452900997,0.6662230260366542
2021,H1,True,BM,8,0.625,0.30574239460262737,0.8631557141764026
2021,H1,True,BN,52,0.5,0.36885862959780547,0.6311413704021945
2021,H1,True,BO,42,0.5714285714285714,0.4220623987810458,0.7088234882381393
2021,H1,True,BR,4672,0.5124143835616438,0.4980772124992133,0.5267311564374991
2021,H1,True,BS,10,0.5,0.236593090512564,0.7634069094874361
2021,H1,True,BT,14,0.6428571428571429,0.38764423103907397,0.8365526824644587
2021,H1,True,BW,59,0.4915254237288136,0.3684383690774015,0.6156485694061034
2021,H1,True,BY,99,0.35353535353535354,0.26644852931138896,0.45156402775898485
2021,H1,True,BZ,6,0.5,0.18761630648265054,0.8123836935173494
2021,H1,True,CA,9656,0.5770505385252692,0.5671680801564513,0.586871715045494
2021,H1,True,CD,97,0.4948453608247423,0.39745823443963374,0.5926252092977472
2021,H1,True,CF,8,0.125,0.02241749145005667,0.4708881822128535
2021,H1,True,CG,57,0.6140350877192983,0.4842973291580957,0.7293727611385934
2021,H1,True,CH,5814,0.5682834537323701,0.5555106142209139,0.5809661195677287
2021,H1,True,CI,72,0.7083333333333334,0.5949425733065095,0.8006194381116332
2021,H1,True,CL,1631,0.513182096873084,0.4889224484734754,0.537379796168044
2021,H1,True,CM,200,0.535,0.4658664687236316,0.6028143584299599
2021,H1,True,CN,42854,0.5591076678956457,0.5544018357215421,0.5638029041244343
2021,H1,True,CO,886,0.4751693002257336,0.4424648581196654,0.5080881313327331
2021,H1,True,CR,108,0.6388888888888888,0.5449722923436943,0.7232645521711508
2021,H1,True,CU,94,0.5319148936170213,0.4317826374815637,0.6295410597764227
2021,H1,True,CV,9,0.6666666666666666,0.3542021355803963,0.879416181613089
2021,H1,True,CW,3,0.6666666666666666,0.2076596008020477,0.9385080552796037
2021,H1,True,CY,343,0.60932944606414,0.556757412604826,0.6594797127232985
2021,H1,True,CZ,2282,0.5306748466257669,0.5101646173767995,0.5510819749709606
2021,H1,True,DE,17702,0.5717433058411479,0.56443915210597,0.5790163287254493
2021,H1,True,DJ,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,True,DK,3223,0.5553831833695315,0.538171686647755,0.572462816024859
2021,H1,True,DM,1,0.0,0.0,0.7934506856227626
2021,H1,True,DO,22,0.5909090909090909,0.38734818476315136,0.7674418380352813
2021,H1,True,DZ,281,0.4199288256227758,0.36368263665515227,0.47833474316620567
2021,H1,True,EC,320,0.51875,0.46410866422521657,0.5729465048186093
2021,H1,True,EE,317,0.5488958990536278,0.4938587786266623,0.6027621509562714
2021,H1,True,EG,2620,0.5229007633587787,0.5037557710066942,0.5419786995713929
2021,H1,True,ER,4,0.25,0.04558726080970055,0.6993581574175981
2021,H1,True,ES,11523,0.5331944806040094,0.5240758156940549,0.5422910205926191
2021,H1,True,ET,953,0.6348373557187827,0.6037840067241942,0.6648080339224893
2021,H1,True,FI,2151,0.5457926545792655,0.5246885067995419,0.5667335322528415
2021,H1,True,FJ,46,0.5652173913043478,0.4224743369429499,0.6979073722198005
2021,H1,True,FK,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,True,FM,1,0.0,0.0,0.7934506856227626
2021,H1,True,FO,12,0.25,0.08894166839405471,0.5323053349335657
2021,H1,True,FR,10054,0.5370996618261389,0.5273408174051127,0.5468301668020167
2021,H1,True,GA,38,0.34210526315789475,0.21212415179959412,0.5010789644821693
2021,H1,True,GB,21797,0.5806303619764188,0.5740658595267307,0.587166449172887
2021,H1,True,GD,12,0.4166666666666667,0.19326031365875665,0.6804886874504503
2021,H1,True,GE,110,0.4909090909090909,0.39938291230163087,0.583048795612881
2021,H1,True,GF,24,0.5416666666666666,0.3507486535891948,0.72108666268789
2021,H1,True,GH,467,0.6209850107066381,0.576166094779563,0.6638297634505694
2021,H1,True,GI,6,0.6666666666666666,0.299993315138392,0.9032285888942195
2021,H1,True,GL,29,0.5862068965517241,0.4073783598787858,0.744868226586776
2021,H1,True,GM,63,0.5714285714285714,0.44861615143095024,0.6860308200563566
2021,H1,True,GN,17,0.5882352941176471,0.3600544264299978,0.7838894320978518
2021,H1,True,GP,27,0.4444444444444444,0.27585858177023004,0.6268697548677552
2021,H1,True,GR,2022,0.5385756676557863,0.5167944380483428,0.5602106006829765
2021,H1,True,GT,45,0.5111111111111111,0.3700446464458318,0.650429762471215
2021,H1,True,GU,7,0.42857142857142855,0.15821985525146975,0.7495416354723428
2021,H1,True,GW,9,0.5555555555555556,0.26665129349549305,0.8112214789023355
2021,H1,True,GY,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,True,HK,2477,0.5752926927735164,0.555724937920172,0.5946272736948787
2021,H1,True,HN,25,0.68,0.48410269273102247,0.8279480969309202
2021,H1,True,HR,676,0.5828402366863905,0.545303658617319,0.6194406336685381
2021,H1,True,HT,15,0.3333333333333333,0.15176324439714725,0.5828645226148023
2021,H1,True,HU,1340,0.5708955223880597,0.5442294014209161,0.5971563243675537
2021,H1,True,ID,898,0.5167037861915368,0.48401807365187083,0.5492471967640955
2021,H1,True,IE,1693,0.5829887773183697,0.5593399630792871,0.6062618369823963
2021,H1,True,IL,2265,0.5576158940397351,0.5370812884022439,0.5779553965037448
2021,H1,True,IM,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,True,IN,6026,0.546133421838699,0.5335376623206685,0.5586704004944261
2021,H1,True,IQ,329,0.5227963525835866,0.46887299281024175,0.5761935083796856
2021,H1,True,IR,2685,0.5340782122905028,0.5151745543272178,0.5528844974252282
2021,H1,True,IS,174,0.5977011494252874,0.5234909441660875,0.667690573492739
2021,H1,True,IT,14098,0.5495815009221167,0.5413562594872853,0.5577797295310535
2021,H1,True,JE,2,1.0,0.34238022750665303,1.0
2021,H1,True,JM,27,0.5925925925925926,0.4072670096806468,0.7548524292560443
2021,H1,True,JO,384,0.5338541666666666,0.48387069719289105,0.5831670044469953
2021,H1,True,JP,10456,0.4854628921193573,0.47589029395522225,0.49504616801728313
2021,H1,True,KE,630,0.6333333333333333,0.5950011448680557,0.6700493621034758
2021,H1,True,KG,27,0.5185185185185185,0.33985615754952286,0.6925677302378153
2021,H1,True,KH,74,0.581081081081081,0.467402844507797,0.6867566507252213
2021,H1,True,KI,1,1.0,0.20654931437723745,1.0
2021,H1,True,KN,19,0.3684210526315789,0.19149512745135075,0.5896046683519692
2021,H1,True,KP,9,0.1111111111111111,0.019890887638544907,0.434999705576656
2021,H1,True,KR,9424,0.47973259762309,0.46965634057993705,0.4898253709371145
2021,H1,True,KW,203,0.45320197044334976,0.3862250954495742,0.5219171111064594
2021,H1,True,KY,3,1.0,0.4385029682449546,1.0
2021,H1,True,KZ,188,0.5053191489361702,0.43446323505471085,0.5759620401297805
2021,H1,True,LA,29,0.4827586206896552,0.3138609015268349,0.6556897811800528
2021,H1,True,LB,296,0.5709459459459459,0.5140080080148723,0.6260660169888417
2021,H1,True,LI,8,0.625,0.30574239460262737,0.8631557141764026
2021,H1,True,LK,228,0.4868421052631579,0.4227210782784413,0.5513991673820193
2021,H1,True,LR,11,0.5454545454545454,0.280091537409322,0.7872872837754024
2021,H1,True,LS,6,0.5,0.18761630648265054,0.8123836935173494
2021,H1,True,LT,545,0.5284403669724771,0.48647790437423766,0.5700047091415311
2021,H1,True,LU,259,0.6332046332046332,0.5729633512770468,0.6895523123841817
2021,H1,True,LV,198,0.5757575757575758,0.5061185027813345,0.6425130032297796
2021,H1,True,LY,39,0.5128205128205128,0.36199362884457964,0.6613482467013799
2021,H1,True,MA,400,0.4575,0.4093135795917928,0.5064949654266224
2021,H1,True,MC,28,0.6428571428571429,0.4583030651442781,0.7929417049226233
2021,H1,True,MD,28,0.6428571428571429,0.4583030651442781,0.7929417049226233
2021,H1,True,ME,58,0.5862068965517241,0.4579840817085566,0.703719736259167
2021,H1,True,MG,48,0.5833333333333334,0.4428133228397628,0.7115033222158844
2021,H1,True,MK,50,0.66,0.521538260502326,0.7756305077749992
2021,H1,True,ML,55,0.5818181818181818,0.45033103735230756,0.7026223424648965
2021,H1,True,MM,76,0.5789473684210527,0.4667840461701027,0.6835138088196124
2021,H1,True,MN,72,0.5416666666666666,0.4273986728598905,0.651713729423738
2021,H1,True,MO,287,0.5853658536585366,0.5276075917956579,0.6408690765537773
2021,H1,True,MQ,13,0.23076923076923078,0.08179528718498569,0.5025637594672749
2021,H1,True,MR,5,0.2,0.03622410863243014,0.6244653702374747
2021,H1,True,MT,73,0.6301369863013698,0.5154938517000784,0.7317685023936353
2021,H1,True,MU,24,0.5833333333333334,0.3883466586522876,0.7553239739018824
2021,H1,True,MV,8,0.5,0.21521606221387757,0.7847839377861224
2021,H1,True,MW,163,0.5705521472392638,0.4937999351288448,0.6440554885924156
2021,H1,True,MX,1905,0.5097112860892389,0.48726576415854395,0.5321177209543889
2021,H1,True,MY,2011,0.5778219791148682,0.5561069513170603,0.5992402590700049
2021,H1,True,MZ,90,0.5666666666666667,0.46364097523724423,0.6642342746875122
2021,H1,True,NA,36,0.5277777777777778,0.37005938022987594,0.6801395848482095
2021,H1,True,NC,28,0.39285714285714285,0.2356568654157959,0.5759095570340281
2021,H1,True,NE,15,0.5333333333333333,0.30116980025498397,0.7519046463426261
2021,H1,True,NG,897,0.5752508361204013,0.5426494431700716,0.6072104446915846
2021,H1,True,NI,15,0.8666666666666667,0.6211801716767764,0.9626387408969346
2021,H1,True,NL,7122,0.5775063184498737,0.5659956460260417,0.5889334253516857
2021,H1,True,NO,2539,0.5876329263489563,0.5683670627778553,0.606634016607715
2021,H1,True,NP,239,0.5564853556485355,0.49310162361147536,0.618082027364431
2021,H1,True,NZ,1221,0.5806715806715806,0.5527829781697713,0.608054164124282
2021,H1,True,OM,184,0.6195652173913043,0.5476487867751171,0.6865913020542643
2021,H1,True,PA,81,0.5679012345679012,0.45937436474974946,0.6702792285865891
