year,half_year,country_list,count,mean,ci_lower,ci_upper
2024,H1,CH,12381,0.5917938777158549,0.5831091473517616,0.6004216638869346
2024,H1,CI,105,0.6666666666666666,0.5720277421485502,0.7495408988750798
2024,H1,CL,2848,0.5905898876404494,0.5724203386965384,0.6085153856243283
2024,H1,CM,359,0.5571030640668524,0.5053845920036699,0.6076124181319911
2024,H1,CN,149850,0.6488154821488155,0.6463948547167803,0.6512284798992757
2024,H1,CO,1700,0.6170588235294118,0.5937119598114668,0.6398778486414123
2024,H1,CR,196,0.6275510204081632,0.5580252662467498,0.6921730674476716
2024,H1,CU,124,0.6209677419354839,0.5331564711030891,0.7015091864757793
2024,H1,CV,7,0.5714285714285714,0.2504583645276572,0.8417801447485302
2024,H1,CW,11,0.6363636363636364,0.35380117450784887,0.8483352890463243
2024,H1,CY,905,0.6519337016574586,0.6203151753622134,0.6822678519975176
2024,H1,CZ,4279,0.5968684272026175,0.5820905067538468,0.6114725770004302
2024,H1,DE,36675,0.6020449897750512,0.5970250520298455,0.607043552710667
2024,H1,DJ,6,0.6666666666666666,0.299993315138392,0.9032285888942195
2024,H1,DK,7782,0.5831405808275507,0.572147903873205,0.5940512162660841
2024,H1,DM,1,1.0,0.20654931437723745,1.0
2024,H1,DO,55,0.5454545454545454,0.41522690241861226,0.6697471974798342
2024,H1,DZ,517,0.6479690522243714,0.6058462887479166,0.6879091283926995
2024,H1,EC,690,0.6608695652173913,0.6247419844327786,0.6952158347170427
2024,H1,EE,651,0.5944700460829493,0.5563058373229669,0.6315258864373322
2024,H1,EG,5389,0.6598626832436445,0.6471040428375593,0.6723935750984936
2024,H1,ER,6,0.5,0.18761630648265054,0.8123836935173494
2024,H1,ES,24622,0.5924376573795792,0.5862860119382305,0.5985604635664481
2024,H1,ET,1763,0.6829268292682927,0.6608276441415218,0.7042305770021656
2024,H1,FI,5247,0.5988183724032781,0.5854886836939989,0.612003472207601
2024,H1,FJ,55,0.7090909090909091,0.5785927950724501,0.8122880644604047
2024,H1,FK,1,1.0,0.20654931437723745,1.0
2024,H1,FM,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2024,H1,FO,44,0.6136363636363636,0.4662357539237828,0.7427879724947443
2024,H1,FR,20810,0.5635752042287362,0.5568259008435034,0.5703010403910113
2024,H1,GA,54,0.5925925925925926,0.4596684934349057,0.7132178791408542
2024,H1,GB,45986,0.6145131126864698,0.6100553044134841,0.618951790760574
2024,H1,GD,39,0.6923076923076923,0.5357874562585069,0.8143406769308886
