year,half_year,has_ai_policy,country_list,count,mean,ci_lower,ci_upper
2021,H1,False,HT,4,0.25,0.04558726080970055,0.6993581574175981
2021,H1,False,HU,709,0.4541607898448519,0.41785686046368054,0.49095876859985044
2021,H1,False,ID,357,0.5126050420168067,0.46089774345619183,0.564043958169264
2021,H1,False,IE,1269,0.5240346729708432,0.49652554658567416,0.5513987251901034
2021,H1,False,IL,1852,0.5205183585313174,0.49774677699853476,0.543204997000681
2021,H1,False,IM,4,0.25,0.04558726080970055,0.6993581574175981
2021,H1,False,IN,4829,0.4644854007040795,0.4504525272209765,0.4785747328448444
2021,H1,False,IQ,81,0.4567901234567901,0.352733326843646,0.5647598410332293
2021,H1,False,IR,1280,0.46015625,0.4330118660261613,0.4875390717090207
2021,H1,False,IS,139,0.5467625899280576,0.4638590268516676,0.6271509649765357
2021,H1,False,IT,8027,0.5082845396785848,0.4973466044197997,0.5192145493125927
2021,H1,False,JE,1,1.0,0.20654931437723745,1.0
2021,H1,False,JM,20,0.5,0.29929800819821234,0.7007019918017876
2021,H1,False,JO,160,0.59375,0.5163168856257644,0.6667869527795783
2021,H1,False,JP,7807,0.42999871909824516,0.4190538930364004,0.4410123999792277
2021,H1,False,KE,199,0.6130653266331658,0.543864086510449,0.6779840517430756
2021,H1,False,KG,18,0.3888888888888889,0.2030524657216362,0.613809583977621
2021,H1,False,KH,27,0.5555555555555556,0.3731302451322448,0.72414141822977
2021,H1,False,KN,13,0.46153846153846156,0.23206067809538303,0.7085620428549398
2021,H1,False,KP,14,0.21428571428571427,0.07571386712693184,0.47589230586600295
2021,H1,False,KR,5412,0.42997043606799706,0.4168349242298636,0.44320529190950336
2021,H1,False,KW,92,0.5760869565217391,0.4740544202364147,0.6720201509592516
2021,H1,False,KY,6,0.6666666666666666,0.299993315138392,0.9032285888942195
2021,H1,False,KZ,99,0.4444444444444444,0.35046067385103263,0.5425785719342816
2021,H1,False,LA,13,0.46153846153846156,0.23206067809538303,0.7085620428549398
2021,H1,False,LB,175,0.48,0.4072072283848251,0.5536519591539089
2021,H1,False,LC,1,1.0,0.20654931437723745,1.0
2021,H1,False,LI,6,0.8333333333333334,0.43649717781352987,0.9699466302516935
2021,H1,False,LK,86,0.5697674418604651,0.46436203379906343,0.6692065898354842
2021,H1,False,LR,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,False,LS,3,0.6666666666666666,0.2076596008020477,0.9385080552796037
2021,H1,False,LT,208,0.4423076923076923,0.3764647708639632,0.5102429579554746
2021,H1,False,LU,148,0.5878378378378378,0.5072923822791064,0.6639388493089855
2021,H1,False,LV,104,0.49038461538461536,0.396375856482595,0.5850784003322597
2021,H1,False,LY,15,0.26666666666666666,0.10897453325692374,0.5195043405598057
2021,H1,False,MA,198,0.35353535353535354,0.29031142657399184,0.42233432847118796
2021,H1,False,MC,25,0.6,0.40739457358966996,0.7659669762225203
2021,H1,False,MD,26,0.5,0.3206059352575905,0.6793940647424095
2021,H1,False,ME,25,0.56,0.3706733186979878,0.7333436111893266
2021,H1,False,MG,14,0.7142857142857143,0.4535091567010681,0.8827862135542308
2021,H1,False,MK,45,0.4666666666666667,0.32935132065011297,0.6092254525987463
2021,H1,False,ML,21,0.5714285714285714,0.3654655436930671,0.7553003107462404
2021,H1,False,MM,18,0.6111111111111112,0.3861904160223791,0.7969475342783638
2021,H1,False,MN,40,0.5,0.35199526933465386,0.6480047306653461
2021,H1,False,MO,262,0.46564885496183206,0.4061807298284116,0.5261097410415188
2021,H1,False,MQ,12,0.5,0.2537815976337061,0.7462184023662939
2021,H1,False,MR,1,0.0,0.0,0.7934506856227626
2021,H1,False,MT,48,0.5625,0.42275017419827776,0.6929873095934576
2021,H1,False,MU,21,0.5714285714285714,0.3654655436930671,0.7553003107462404
2021,H1,False,MV,6,0.3333333333333333,0.09677141110578041,0.700006684861608
2021,H1,False,MW,53,0.6226415094339622,0.4880689594175337,0.7406373452712388
2021,H1,False,MX,1147,0.43679163034001744,0.408346072866201,0.46565916140074454
2021,H1,False,MY,642,0.5919003115264797,0.5534450932706076,0.6292622854341721
2021,H1,False,MZ,34,0.5294117647058824,0.3673671298006892,0.6854849552491152
2021,H1,False,NA,20,0.7,0.4810271816464765,0.8545227551323956
2021,H1,False,NC,10,0.3,0.10779126740630099,0.6032218525388546
2021,H1,False,NE,7,0.42857142857142855,0.15821985525146975,0.7495416354723428
2021,H1,False,NG,308,0.551948051948052,0.49611008546231866,0.6065061610143876
2021,H1,False,NI,9,0.5555555555555556,0.26665129349549305,0.8112214789023355
2021,H1,False,NL,5519,0.527813009603189,0.5146273464734723,0.5409599815874631
2021,H1,False,NO,1616,0.5402227722772277,0.5158570716781575,0.5643976960289517
2021,H1,False,NP,95,0.4105263157894737,0.31696158583207545,0.5110458090118303
2021,H1,False,NZ,932,0.5257510729613734,0.4936532816663438,0.5576374573232362
2021,H1,False,OM,57,0.631578947368421,0.501777982224952,0.7447644296558429
2021,H1,False,PA,40,0.45,0.3070530781090492,0.6017090820106794
2021,H1,False,PE,153,0.43790849673202614,0.3617695037194032,0.5170890573851492
2021,H1,False,PF,10,0.7,0.39677814746114537,0.8922087325936989
2021,H1,False,PG,8,0.75,0.40927543031016883,0.9285207872478909
2021,H1,False,PH,179,0.41899441340782123,0.34915977768950535,0.49223286822873114
2021,H1,False,PK,804,0.5758706467661692,0.5414281857304304,0.6095915455149781
2021,H1,False,PL,2518,0.4690230341540905,0.4495930709077737,0.4885473702946834
2021,H1,False,PR,87,0.41379310344827586,0.3160931236316698,0.5187840327380061
2021,H1,False,PS,32,0.4375,0.2816533111504036,0.6067440886314801
2021,H1,False,PT,1754,0.5444697833523375,0.5210912871878355,0.5676539174591511
2021,H1,False,PW,4,0.75,0.30064184258240184,0.9544127391902995
2021,H1,False,PY,15,0.6,0.357468301206246,0.8017550385865841
2021,H1,False,QA,265,0.5433962264150943,0.48323027990572437,0.6023220009846275
2021,H1,False,RE,21,0.47619047619047616,0.2834400610153417,0.6763046541715557
2021,H1,False,RO,521,0.4817658349328215,0.4391511619892293,0.5246474296031868
2021,H1,False,RS,260,0.4846153846153846,0.4245356898847019,0.5451430708538187
2021,H1,False,RU,3012,0.45650730411686585,0.4387853679299494,0.4743400388338226
2021,H1,False,RW,27,0.6296296296296297,0.4422923441210239,0.784674870390344
2021,H1,False,SA,1226,0.5130505709624796,0.48507497865017624,0.540944635317534
2021,H1,False,SC,7,0.8571428571428571,0.4868721707256811,0.9743203756552565
2021,H1,False,SD,23,0.5217391304347826,0.32962737336427406,0.7076284258335335
2021,H1,False,SE,3353,0.5120787354607814,0.4951555959994789,0.5289742299078954
2021,H1,False,SG,1725,0.5147826086956522,0.49119107718841554,0.5383084467498807
2021,H1,False,SI,305,0.4885245901639344,0.4329182951765792,0.5444163540420542
2021,H1,False,SJ,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,False,SK,289,0.49480968858131485,0.43761416475019077,0.5521413841666828
2021,H1,False,SL,10,0.4,0.16818032970623614,0.6873262302663417
2021,H1,False,SM,1,1.0,0.20654931437723745,1.0
2021,H1,False,SN,34,0.5294117647058824,0.3673671298006892,0.6854849552491152
2021,H1,False,SO,3,1.0,0.4385029682449546,1.0
2021,H1,False,SS,34,0.2647058823529412,0.14601190677211745,0.43117141282944665
2021,H1,False,ST,1,1.0,0.20654931437723745,1.0
2021,H1,False,SV,12,0.5833333333333334,0.31951131254954973,0.8067396863412435
2021,H1,False,SX,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,False,SY,27,0.7037037037037037,0.5151931703585185,0.8414695953022023
2021,H1,False,SZ,1,0.0,0.0,0.7934506856227626
2021,H1,False,TG,9,0.4444444444444444,0.18877852109766452,0.733348706504507
2021,H1,False,TH,671,0.45901639344262296,0.42165194934940375,0.4968474266431232
2021,H1,False,TJ,30,0.16666666666666666,0.0733654237184855,0.3356435050641603
2021,H1,False,TL,2,0.5,0.09453120573423074,0.9054687942657693
2021,H1,False,TN,520,0.6019230769230769,0.5592508321814613,0.6431004674629655
2021,H1,False,TR,1358,0.5051546391752577,0.4785859857014497,0.5316942124150942
2021,H1,False,TT,9,0.5555555555555556,0.26665129349549305,0.8112214789023355
2021,H1,False,TW,2124,0.4500941619585687,0.429045559389149,0.47132295767250465
2021,H1,False,TZ,94,0.5957446808510638,0.4946729927853779,0.6892980989885815
2021,H1,False,UA,374,0.393048128342246,0.34487495888836506,0.44339602585297777
2021,H1,False,UG,130,0.5230769230769231,0.4377945808771583,0.6070345778369449
2021,H1,False,US,50972,0.5175586596562819,0.5132195521195773,0.5218951208073228
2021,H1,False,UY,99,0.45454545454545453,0.3599936019378829,0.552493053704647
2021,H1,False,UZ,33,0.45454545454545453,0.29842938513876116,0.6201406146378254
2021,H1,False,VA,3,0.6666666666666666,0.2076596008020477,0.9385080552796037
2021,H1,False,VE,46,0.391304347826087,0.26393225037829016,0.5354315676837925
2021,H1,False,VI,7,0.42857142857142855,0.15821985525146975,0.7495416354723428
2021,H1,False,VN,394,0.4873096446700508,0.438316008861547,0.5365483503491733
2021,H1,False,VU,2,1.0,0.34238022750665303,1.0
2021,H1,False,WS,5,0.6,0.2307242812760128,0.882379225767352
2021,H1,False,XK,15,0.5333333333333333,0.30116980025498397,0.7519046463426261
2021,H1,False,YE,44,0.4772727272727273,0.337549910322511,0.6206453443937836
2021,H1,False,ZA,1063,0.5268109125117592,0.4967541422510841,0.5566746025063692
2021,H1,False,ZM,41,0.5365853658536586,0.38746471267669474,0.6794376602366394
2021,H1,False,ZW,47,0.7021276595744681,0.5602232608095393,0.8134874949539516
2021,H1,True,AD,1,0.0,0.0,0.7934506856227626
2021,H1,True,AE,1026,0.5886939571150097,0.5583081281064532,0.618418103335437
2021,H1,True,AF,27,0.6666666666666666,0.47824760507320074,0.8135673850128435
2021,H1,True,AG,3,0.0,5.551115123125783e-17,0.5614970317550454
2021,H1,True,AL,71,0.6056338028169014,0.48935768499400845,0.711065987077071
2021,H1,True,AM,93,0.4731182795698925,0.3747394097477208,0.5736298108228027
2021,H1,True,AO,9,0.7777777777777778,0.45258896910698887,0.9367748928821533
2021,H1,True,AR,1127,0.49157054125998223,0.4624614459065039,0.5207369062127982
2021,H1,True,AT,4163,0.566658659620466,0.5515511025186427,0.5816433099601744
2021,H1,True,AU,13977,0.6065679330328396,0.5984410041431908,0.6146362994493272
2021,H1,True,AW,5,0.6,0.2307242812760128,0.882379225767352
2021,H1,True,AZ,66,0.3787878787878788,0.2714944699373794,0.499415240853782
2021,H1,True,BA,115,0.6521739130434783,0.5614836581606002,0.7330263583548262
2021,H1,True,BB,14,0.35714285714285715,0.1634473175355414,0.612355768960926
2021,H1,True,BD,955,0.6335078534031413,0.6024694643771158,0.6634764828430133
2021,H1,True,BE,4904,0.5746329526916802,0.5607425709239845,0.5884065012581255
2021,H1,True,BF,87,0.5057471264367817,0.40269096786899555,0.6083172217063595
2021,H1,True,BG,332,0.4457831325301205,0.3932399523498253,0.49956661141864495
2021,H1,True,BH,86,0.6744186046511628,0.569778553659483,0.7641430054268858
2021,H1,True,BI,15,0.6,0.357468301206246,0.8017550385865841
2021,H1,True,BJ,103,0.5825242718446602,0.4860016272725327,0.6731126359324475
2021,H1,True,BM,10,0.6,0.31267376973365824,0.8318196702937638
2021,H1,True,BN,64,0.53125,0.41072087051471007,0.6482401257482395
2021,H1,True,BO,50,0.58,0.4423344176857823,0.7062499664528802
2021,H1,True,BR,5782,0.5174680041508128,0.5045807371861218,0.5303320756584203
2021,H1,True,BS,14,0.8571428571428571,0.6005862050302965,0.9599060787285351
2021,H1,True,BT,20,0.75,0.531299122381256,0.8881382985923343
2021,H1,True,BW,75,0.48,0.3706911114274907,0.5912578422718215
2021,H1,True,BY,122,0.38524590163934425,0.30364995413474144,0.47384785729880247
2021,H1,True,BZ,6,0.5,0.18761630648265054,0.8123836935173494
2021,H1,True,CA,13931,0.5874668006603977,0.5792689623121815,0.5956164145470858
2021,H1,True,CD,87,0.47126436781609193,0.36982264609147514,0.5751364060317501
2021,H1,True,CF,6,0.0,2.7755575615628914e-17,0.3903342879021653
2021,H1,True,CG,56,0.5535714285714286,0.4241321478993947,0.6761327874521665
2021,H1,True,CH,8351,0.5630463417554784,0.5523815489861359,0.57365315857714
2021,H1,True,CI,77,0.7142857142857143,0.6051015707559996,0.8031048184086717
2021,H1,True,CL,1687,0.5400118553645524,0.5161648708096561,0.5636770323420196
2021,H1,True,CM,207,0.4782608695652174,0.41122950343754655,0.5460843946433149
2021,H1,True,CN,60532,0.5666589572457543,0.5627072663043191,0.5706021881531629
2021,H1,True,CO,1055,0.5061611374407583,0.47602469297540867,0.5362528769022187
2021,H1,True,CR,126,0.6428571428571429,0.556104768935823,0.7211564412121205
2021,H1,True,CU,101,0.504950495049505,0.409064891932013,0.6004733194897707
2021,H1,True,CV,11,0.6363636363636364,0.35380117450784887,0.8483352890463243
2021,H1,True,CW,8,0.625,0.30574239460262737,0.8631557141764026
2021,H1,True,CY,474,0.6012658227848101,0.5565424971909939,0.644360957768579
2021,H1,True,CZ,2632,0.5429331306990881,0.5238530419399772,0.561888078507045
2021,H1,True,DE,22903,0.568659127625202,0.5622340042607576,0.5750612228290934
2021,H1,True,DJ,4,0.25,0.04558726080970055,0.6993581574175981
2021,H1,True,DK,4710,0.5636942675159236,0.5494850493750174,0.5777996727017636
2021,H1,True,DO,32,0.625,0.4525440735307745,0.7706611269054578
2021,H1,True,DZ,337,0.4362017804154303,0.384268445995538,0.48957319243430775
2021,H1,True,EC,366,0.5355191256830601,0.4843198414127584,0.585980551850089
2021,H1,True,EE,406,0.5738916256157636,0.5253183286626103,0.6210797448086488
2021,H1,True,EG,2856,0.5332633053221288,0.5149340344231216,0.5515032148915134
2021,H1,True,ER,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,True,ES,15104,0.5408501059322034,0.5328934556143334,0.5487859824022425
2021,H1,True,ET,977,0.6335721596724667,0.6028907634912477,0.6632072869661738
2021,H1,True,FI,3518,0.5679363274587834,0.5515019225945073,0.584222528829283
2021,H1,True,FJ,59,0.5932203389830508,0.4659340125533739,0.7091096641280723
2021,H1,True,FK,7,0.5714285714285714,0.2504583645276572,0.8417801447485302
2021,H1,True,FM,1,0.0,0.0,0.7934506856227626
2021,H1,True,FO,14,0.14285714285714285,0.040093921271464966,0.39941379496970353
2021,H1,True,FR,12671,0.5263199431773341,0.5176194707991157,0.5350044615922296
2021,H1,True,GA,38,0.42105263157894735,0.27852501157758713,0.5780765465632945
2021,H1,True,GB,30577,0.5850802891061909,0.5795473784224906,0.5905918248105603
2021,H1,True,GD,22,0.5,0.3072210627372502,0.6927789372627497
2021,H1,True,GE,119,0.47058823529411764,0.3832373024605453,0.5597786787301571
2021,H1,True,GF,30,0.4666666666666667,0.30232388907699753,0.638577003801267
2021,H1,True,GH,535,0.6299065420560748,0.5882026622527281,0.6697581863876396
2021,H1,True,GI,6,0.6666666666666666,0.299993315138392,0.9032285888942195
2021,H1,True,GL,22,0.5,0.3072210627372502,0.6927789372627497
2021,H1,True,GM,56,0.5714285714285714,0.4413762073081303,0.6923103731606176
2021,H1,True,GN,17,0.6470588235294118,0.41300363485218694,0.8269027960275627
2021,H1,True,GP,32,0.5,0.33630882869327483,0.6636911713067252
2021,H1,True,GR,2530,0.5371541501976285,0.5176832487157372,0.5565123957455778
2021,H1,True,GT,63,0.5079365079365079,0.38762886274954733,0.6273319118601534
2021,H1,True,GU,7,0.5714285714285714,0.2504583645276572,0.8417801447485302
2021,H1,True,GW,10,0.5,0.236593090512564,0.7634069094874361
2021,H1,True,GY,3,0.3333333333333333,0.06149194472039621,0.7923403991979522
2021,H1,True,HK,4075,0.605398773006135,0.5902995803624727,0.6202994362142493
2021,H1,True,HN,35,0.6857142857142857,0.5202023638793081,0.8144915532573418
2021,H1,True,HR,729,0.5953360768175583,0.5592965883405046,0.6303760868704231
2021,H1,True,HT,19,0.42105263157894735,0.23141891282454238,0.6372409646574496
2021,H1,True,HU,1715,0.5731778425655977,0.5496308255040443,0.5963977675997154
2021,H1,True,ID,1014,0.5453648915187377,0.5146029447934386,0.5757844128866016
2021,H1,True,IE,2730,0.6084249084249084,0.5899752341669185,0.6265698760441808
2021,H1,True,IL,2992,0.554144385026738,0.5362757540703663,0.5718741612217274
2021,H1,True,IM,1,1.0,0.20654931437723745,1.0
2021,H1,True,IN,7876,0.5473590655154901,0.5363458338119932,0.5583261216960619
2021,H1,True,IQ,414,0.5120772946859904,0.46403854148839885,0.5598939807371931
2021,H1,True,IR,3363,0.5420755278025572,0.5251982480921089,0.5588567938400189
2021,H1,True,IS,238,0.592436974789916,0.5290212695534181,0.6529161046857211
2021,H1,True,IT,17635,0.5388148568188262,0.5314499112638623,0.5461628958581951
2021,H1,True,JE,5,0.8,0.37553462976252533,0.9637758913675698
2021,H1,True,JM,26,0.6153846153846154,0.4253485008511553,0.7757140556428721
2021,H1,True,JO,457,0.5470459518599562,0.501204460800434,0.5921031164085222
2021,H1,True,JP,11429,0.4850818094321463,0.47592572085017515,0.49424792310104837
2021,H1,True,KE,692,0.6459537572254336,0.6096065440109931,0.6806894672993243
2021,H1,True,KG,24,0.5833333333333334,0.3883466586522876,0.7553239739018824
2021,H1,True,KH,91,0.5824175824175825,0.47977166187867143,0.6783870187923923
2021,H1,True,KI,4,0.5,0.15003898915214947,0.8499610108478506
2021,H1,True,KN,17,0.35294117647058826,0.17309720397243744,0.5869963651478132
2021,H1,True,KP,3,0.0,5.551115123125783e-17,0.5614970317550454
2021,H1,True,KR,10605,0.49674681753889677,0.487233737464534,0.5062622535663592
2021,H1,True,KW,220,0.43636363636363634,0.37247823924936585,0.5024332264481969
2021,H1,True,KY,4,1.0,0.5101091635454027,1.0
2021,H1,True,KZ,198,0.51010101010101,0.44094420957428826,0.5788733245605268
2021,H1,True,LA,24,0.5416666666666666,0.3507486535891948,0.72108666268789
2021,H1,True,LB,387,0.5607235142118863,0.510920112202145,0.609333251250687
2021,H1,True,LI,33,0.5757575757575758,0.4080726333731245,0.7276440336658979
2021,H1,True,LK,248,0.5241935483870968,0.46214325069693857,0.5855057744325726
2021,H1,True,LR,11,0.5454545454545454,0.280091537409322,0.7872872837754024
2021,H1,True,LS,8,0.375,0.13684428582359742,0.6942576053973727
2021,H1,True,LT,563,0.5417406749555951,0.500439374145153,0.5824762264493816
2021,H1,True,LU,355,0.5915492957746479,0.5397014748310838,0.641437015168421
2021,H1,True,LV,216,0.6111111111111112,0.5446987646404472,0.673640397851872
2021,H1,True,LY,46,0.6086956521739131,0.46456843231620754,0.7360677496217098
2021,H1,True,MA,480,0.4895833333333333,0.44512369568367943,0.5342083772139721
2021,H1,True,MC,26,0.6153846153846154,0.4253485008511553,0.7757140556428721
2021,H1,True,MD,32,0.71875,0.5462549057408342,0.8443541950225723
2021,H1,True,ME,60,0.55,0.4249193588533434,0.6690634559324476
2021,H1,True,MG,59,0.6101694915254238,0.4826634180541163,0.7242063816603204
2021,H1,True,MK,64,0.640625,0.518208506097791,0.7471159770854825
2021,H1,True,ML,68,0.47058823529411764,0.35673106421198947,0.5875907791127207
2021,H1,True,MM,88,0.5681818181818182,0.4639867160180164,0.6666732294367711
2021,H1,True,MN,56,0.5714285714285714,0.4413762073081303,0.6923103731606176
2021,H1,True,MO,582,0.6323024054982818,0.5923802022726754,0.6704895514487561
2021,H1,True,MQ,20,0.35,0.1811918241010821,0.5671457233147637
2021,H1,True,MR,5,0.2,0.03622410863243014,0.6244653702374747
2021,H1,True,MS,11,0.6363636363636364,0.35380117450784887,0.8483352890463243
2021,H1,True,MT,105,0.6666666666666666,0.5720277421485502,0.7495408988750798
2021,H1,True,MU,32,0.5625,0.3932559113685198,0.7183466888495963
2021,H1,True,MV,8,0.625,0.30574239460262737,0.8631557141764026
2021,H1,True,MW,170,0.5411764705882353,0.46618734269154644,0.6143458057010937
2021,H1,True,MX,2204,0.5195099818511797,0.4986357413122319,0.5403163309284699
2021,H1,True,MY,2212,0.5913200723327305,0.5706928472985271,0.6116306661422835
2021,H1,True,MZ,99,0.5454545454545454,0.4475069462953531,0.6400063980621171
2021,H1,True,NA,40,0.5,0.35199526933465386,0.6480047306653461
2021,H1,True,NC,32,0.5,0.33630882869327483,0.6636911713067252
2021,H1,True,NE,17,0.5294117647058824,0.30963235060004424,0.7383489355759056
2021,H1,True,NG,952,0.5819327731092437,0.550332711561536,0.6128742706847363
2021,H1,True,NI,21,0.6190476190476191,0.4087865377511576,0.7924898863143551
2021,H1,True,NL,11599,0.5775497887748944,0.5685363806108764,0.5865118467035085
2021,H1,True,NO,4157,0.5973057493384653,0.5823136758773036,0.6121181495134419
2021,H1,True,NP,262,0.5610687022900763,0.5005252460221531,0.6198472502090818
2021,H1,True,NZ,1944,0.5879629629629629,0.5659305970828096,0.6096483744249953
2021,H1,True,OM,220,0.6,0.5340833105072434,0.6624843862537294
2021,H1,True,PA,132,0.6136363636363636,0.5284783456348368,0.6923673391836613
2021,H1,True,PE,421,0.5510688836104513,0.5033085293673367,0.5979056979808193
2021,H1,True,PF,26,0.6153846153846154,0.4253485008511553,0.7757140556428721
2021,H1,True,PG,19,0.631578947368421,0.41039533164803066,0.8085048725486492
2021,H1,True,PH,501,0.5469061876247505,0.5031246760485447,0.5899738585088027
2021,H1,True,PK,2380,0.5281512605042017,0.5080662022386575,0.5481455896589005
